+-----------+--------------+------------+-------------+--+------------+
|     1     |  0.02884865  | 0.37503242 |  0.84090233 |  | 2.43353844 |
|     2     |  0.02551079  | 0.36144257 |  0.83875656 |  | 2.40325928 |
|     3     |  0.02479553  | 0.35643578 |  0.83613396 |  | 2.38919258 |
|     4     |  0.02384186  | 0.36311150 |  0.83398819 |  | 2.40278244 |
|     5     |  0.02431870  | 0.42891502 |  0.83851814 |  | 2.48336792 |
|     6     |  0.02360344  | 0.36263466 |  0.83327293 |  | 2.39586830 |
|     7     |  0.02336502  | 0.35500526 |  0.83231926 |  | 2.40015984 |
|     8     |  0.02312660  | 0.35500526 |  0.83637238 |  | 2.38609314 |
|     9     |  0.02288818  | 0.35643578 |  0.83374977 |  | 2.38275528 |
|     10    |  0.02264977  | 0.35667419 |  0.83494186 |  | 2.39062309 |
|     11    |  0.02264977  | 0.35429001 |  0.83541870 |  | 2.38466263 |
|     12    |  0.02288818  | 0.35953522 |  0.83255768 |  | 2.38871574 |
|     13    |  0.02264977  | 0.35595894 |  0.84710121 |  | 2.39729881 |
|     14    |  0.02312660  | 0.36096573 |  0.83565712 |  | 2.39443779 |
|     15    |  0.02264977  | 0.35405159 |  0.82969666 |  | 2.37798691 |
|     16    |  0.02241135  | 0.35500526 |  0.83446503 |  | 2.37774849 |
|     17    |  0.02241135  | 0.35643578 |  0.83661079 |  | 2.38418579 |
|     18    |  0.02241135  | 0.35548210 |  0.83279610 |  | 2.38251686 |
|     19    |  0.02241135  | 0.35786629 |  0.83422661 |  | 2.38442421 |
|     20    |  0.02217293  | 0.36883354 |  0.83017349 |  | 2.40302086 |
|     21    |  0.02264977  | 0.35786629 |  0.83351135 |  | 2.38847733 |
|     22    |  0.02264977  | 0.35905838 |  0.83661079 |  | 2.38943100 |
|     23    |  0.02264977  | 0.35476685 |  0.84066391 |  | 2.39181519 |
|     24    |  0.02264977  | 0.35810471 |  0.83756447 |  | 2.38823891 |
|     25    |  0.02264977  | 0.35881996 |  0.83613396 |  | 2.39586830 |
|     26    |  0.02312660  | 0.36978722 |  0.84519386 |  | 2.41875648 |
|     27    |  0.02455711  | 0.36621094 |  0.83541870 |  | 2.40468979 |
|     28    |  0.02312660  | 0.42486191 |  0.83732605 |  | 2.47359276 |
|     29    |  0.02431870  | 0.35452843 |  0.83756447 |  | 2.38847733 |
|     30    |  0.02288818  | 0.36048889 |  0.83875656 |  | 2.39849091 |
|     31    |  0.02336502  | 0.35667419 |  0.83422661 |  | 2.38585472 |
|     32    |  0.02241135  | 0.35572052 |  0.83613396 |  | 2.38728523 |
|     33    |  0.02217293  | 0.35667419 |  0.84042549 |  | 2.45022774 |
|     34    |  0.02431870  | 0.38266182 |  0.84114075 |  | 2.45547295 |
|     35    |  0.02384186  | 0.35691261 |  0.83827972 |  | 2.39253044 |
|     36    |  0.02336502  | 0.35643578 |  0.84090233 |  | 2.40015984 |
|     37    |  0.02312660  | 0.35405159 |  0.83971024 |  | 2.39205360 |
|     38    |  0.02264977  | 0.36120415 |  0.83947182 |  | 2.39729881 |
|     39    |  0.02241135  | 0.36883354 |  0.82945824 |  | 2.40230560 |
|     40    |  0.02241135  | 0.35572052 |  0.83875656 |  | 2.39038467 |
|     41    |  0.02264977  | 0.35667419 |  0.83518028 |  | 2.39109993 |
|     42    |  0.02431870  | 0.35166740 |  0.84018707 |  | 2.39157677 |
|     43    |  0.02312660  | 0.35762787 |  0.84042549 |  | 2.38943100 |
|     44    |  0.02264977  | 0.35572052 |  0.86736679 |  | 2.45761871 |
|     45    |  0.02789497  | 0.36573410 |  0.83732605 |  | 2.40373611 |
|     46    |  0.02336502  | 0.36120415 |  0.83661079 |  | 2.39467621 |
|     47    |  0.02360344  | 0.35452843 |  0.83613396 |  | 2.39038467 |
|     48    |  0.02312660  | 0.35333633 |  0.84185600 |  | 2.39920616 |
|     49    |  0.02336502  | 0.35667419 |  0.83708763 |  | 2.38776207 |
|     50    |  0.02264977  | 0.35309792 |  0.83613396 |  | 2.38394737 |
|     51    |  0.02288818  | 0.35738945 |  0.83589554 |  | 2.39610672 |
|     52    |  0.02288818  | 0.35667419 |  0.83684921 |  | 2.39658356 |
|     53    |  0.02694130  | 0.35405159 |  0.84137917 |  | 2.50458717 |
|     54    |  0.02455711  | 0.36311150 |  0.83804131 |  | 2.40087509 |
|     55    |  0.02336502  | 0.35643578 |  0.83160400 |  | 2.38943100 |
|     56    |  0.02288818  | 0.35381317 |  0.83875656 |  | 2.39419937 |
|     57    |  0.02312660  | 0.35905838 |  0.84161758 |  | 2.39539146 |
|     58    |  0.02312660  | 0.35667419 |  0.83398819 |  | 2.38561630 |
|     59    |  0.02288818  | 0.35667419 |  0.83446503 |  | 2.38943100 |
|     60    |  0.02384186  | 0.36168098 |  0.83661079 |  | 2.39825249 |
|     61    |  0.02241135  | 0.35357475 |  0.84352493 |  | 2.39729881 |
|     62    |  0.02312660  | 0.36120415 |  0.83661079 |  | 2.39515305 |
|     63    |  0.02264977  | 0.35619736 |  0.83327293 |  | 2.38466263 |
|     64    |  0.02264977  | 0.35667419 |  0.83875656 |  | 2.39014626 |
|     65    |  0.02264977  | 0.36168098 |  0.83327293 |  | 2.38823891 |
|     66    |  0.02264977  | 0.35381317 |  0.83971024 |  | 2.39181519 |
|     67    |  0.02384186  | 0.36072731 |  0.83851814 |  | 2.39706039 |
|     68    |  0.02288818  | 0.35524368 |  0.83923340 |  | 2.39706039 |
|     69    |  0.02336502  | 0.36120415 |  0.84471703 |  | 2.41589546 |
|     70    |  0.02360344  | 0.36668777 |  0.84662437 |  | 2.42209435 |
|     71    |  0.02312660  | 0.35929680 |  0.83684921 |  | 2.40516663 |
|     72    |  0.02503395  | 0.36120415 |  0.83947182 |  | 2.39634514 |
|     73    |  0.02264977  | 0.36048889 |  0.83971024 |  | 2.39443779 |
|     74    |  0.02336502  | 0.35429001 |  0.83899498 |  | 2.39014626 |
|     75    |  0.02241135  | 0.35881996 |  0.83947182 |  | 2.39658356 |
|     76    |  0.02264977  | 0.35500526 |  0.83398819 |  | 2.39014626 |
|     77    |  0.03266335  | 0.35524368 |  0.84042549 |  | 2.38680840 |
|     78    |  0.02336502  | 0.36287308 |  0.83827972 |  | 2.40254402 |
|     79    |  0.02288818  | 0.35643578 |  0.83589554 |  | 2.39229202 |
|     80    |  0.02312660  | 0.35548210 |  0.83589554 |  | 2.39181519 |
|     81    |  0.02312660  | 0.36001205 |  0.83684921 |  | 2.38990784 |
|     82    |  0.02360344  | 0.36025047 |  0.84185600 |  | 2.40492821 |
|     83    |  0.02288818  | 0.36025047 |  0.83780289 |  | 2.39777565 |
|     84    |  0.02264977  | 0.35429001 |  0.83804131 |  | 2.39205360 |
|     85    |  0.02217293  | 0.35548210 |  0.84280968 |  | 2.39682198 |
|     86    |  0.02288818  | 0.35905838 |  0.83851814 |  | 2.39205360 |
|     87    |  0.02264977  | 0.35357475 |  0.83923340 |  | 2.39300728 |
|     88    |  0.02241135  | 0.35500526 |  0.84018707 |  | 2.39086151 |
|     89    |  0.02217293  | 0.35834312 |  0.84280968 |  | 2.40349770 |
|     90    |  0.02264977  | 0.35524368 |  0.83827972 |  | 2.38966942 |
|     91    |  0.02241135  | 0.35738945 |  0.83804131 |  | 2.39491463 |
|     92    |  0.02264977  | 0.35500526 |  0.83494186 |  | 2.39086151 |
|     93    |  0.02217293  | 0.35595894 |  0.84066391 |  | 2.39181519 |
|     94    |  0.02241135  | 0.35953522 |  0.83923340 |  | 2.39706039 |
|     95    |  0.02217293  | 0.35452843 |  0.89669228 |  | 2.44951248 |
|     96    |  0.02503395  | 0.36597252 |  0.84114075 |  | 2.41017342 |
|     97    |  0.02264977  | 0.35953522 |  0.84018707 |  | 2.39777565 |
|     98    |  0.02312660  | 0.35405159 |  0.83565712 |  | 2.38513947 |
|     99    |  0.02241135  | 0.36072731 |  0.83804131 |  | 2.39920616 |
|    100    |  0.02288818  | 0.36096573 |  0.83661079 |  | 2.40182877 |
|    101    |  0.02288818  | 0.35667419 |  0.83708763 |  | 2.39133835 |
|    102    |  0.02241135  | 0.35929680 |  0.84090233 |  | 2.39777565 |
|    103    |  0.02264977  | 0.35524368 |  0.84352493 |  | 2.39181519 |
|    104    |  0.02670288  | 0.36168098 |  0.83923340 |  | 2.40206718 |
|    105    |  0.02217293  | 0.35262108 |  0.83136559 |  | 2.38633156 |
|    106    |  0.02503395  | 0.35500526 |  0.83708763 |  | 2.39586830 |
|    107    |  0.02217293  | 0.36144257 |  0.84233284 |  | 2.40278244 |
|    108    |  0.02217293  | 0.35691261 |  0.83398819 |  | 2.39300728 |
|    109    |  0.02217293  | 0.35548210 |  0.83899498 |  | 2.39133835 |
|    110    |  0.02264977  | 0.36001205 |  0.83637238 |  | 2.42090225 |
|    111    |  0.02264977  | 0.35595894 |  0.83732605 |  | 2.39038467 |
|    112    |  0.02217293  | 0.35953522 |  0.84161758 |  | 2.40182877 |
|    113    |  0.02217293  | 0.35500526 |  0.83470345 |  | 2.39038467 |
|    114    |  0.02264977  | 0.35834312 |  0.84066391 |  | 2.39992142 |
|    115    |  0.02169609  | 0.36168098 |  0.83804131 |  | 2.40612030 |
|    116    |  0.02241135  | 0.35500526 |  0.84185600 |  | 2.39276886 |
|    117    |  0.02264977  | 0.35762787 |  0.84161758 |  | 2.39896774 |
|    118    |  0.02264977  | 0.35881996 |  0.83851814 |  | 2.39396095 |
|    119    |  0.02336502  | 0.35429001 |  0.83994865 |  | 2.39276886 |
|    120    |  0.02288818  | 0.36001205 |  0.83923340 |  | 2.40254402 |
|    121    |  0.02241135  | 0.35333633 |  0.83875656 |  | 2.39491463 |
|    122    |  0.02288818  | 0.35691261 |  0.83899498 |  | 2.39181519 |
|    123    |  0.02264977  | 0.36239624 |  0.84233284 |  | 2.40635872 |
|    124    |  0.02241135  | 0.35476685 |  0.84304810 |  | 2.39944458 |
|    125    |  0.02241135  | 0.35262108 |  0.84137917 |  | 2.39038467 |
|    126    |  0.02264977  | 0.35309792 |  0.84447861 |  | 2.39968300 |
|    127    |  0.02264977  | 0.35476685 |  0.84137917 |  | 2.39849091 |
|    128    |  0.02217293  | 0.36025047 |  0.84114075 |  | 2.40063667 |
|    129    |  0.02241135  | 0.35500526 |  0.83589554 |  | 2.39276886 |
