Timing Results, AES-128 as Encryption/Decryption, SHA-512 with HMAC for secure vault update:
+-----------+--------------+--------------+----------------+--+------------+
| Device ID | Encrypt (ms) | Decrypt (ms) | SV Update (ms) |  | Auth. (ms) |
|    336    |  0.04243851  |  0.00619888  |   0.02908707   |  | 0.21004677 |
|    337    |  0.03194809  |  0.00572205  |   0.02908707   |  | 0.20170212 |
|    338    |  0.03647804  |  0.00762939  |   0.04839897   |  | 0.24294853 |
|    339    |  0.04339218  |  0.00810623  |   0.03695488   |  | 0.24819374 |
|    340    |  0.03218651  |  0.00572205  |   0.03910065   |  | 0.20098686 |
|    341    |  0.03361702  |  0.00572205  |   0.02956390   |  | 0.19574165 |
|    342    |  0.03147125  |  0.01859665  |   0.02956390   |  | 0.21719933 |
|    343    |  0.03266335  |  0.00548363  |   0.03147125   |  | 0.19383430 |
|    344    |  0.04911423  |  0.00596046  |   0.02837181   |  | 0.24652481 |
|    345    |  0.03266335  |  0.00619888  |   0.02837181   |  | 0.20527840 |
|    346    |  0.03719330  |  0.00834465  |   0.03647804   |  | 0.23269653 |
|    347    |  0.03552437  |  0.00762939  |   0.03671646   |  | 0.24223328 |
|    348    |  0.05769730  |  0.00762939  |   0.02837181   |  | 0.22721291 |
|    349    |  0.01478195  |  0.00572205  |   0.02002716   |  | 0.11944771 |
|    350    |  0.03623962  |  0.00834465  |   0.03647804   |  | 0.24509430 |
|    351    |  0.03981590  |  0.00858307  |   0.04982948   |  | 0.26988983 |
|    352    |  0.01478195  |  0.00572205  |   0.02026558   |  | 0.12969971 |
|    353    |  0.03719330  |  0.00882149  |   0.03862381   |  | 0.24890900 |
|    354    |  0.03814697  |  0.00953674  |   0.04577637   |  | 0.26512146 |
|    355    |  0.03719330  |  0.00810623  |   0.03671646   |  | 0.24890900 |
|    356    |  0.03767014  |  0.01049042  |   0.03600121   |  | 0.24914742 |
|    357    |  0.03743172  |  0.00762939  |   0.03600121   |  | 0.25296211 |
|    358    |  0.03719330  |  0.00834465  |   0.03576279   |  | 0.24795532 |
|    359    |  0.03480911  |  0.00596046  |   0.04029274   |  | 0.21886826 |
|    360    |  0.03218651  |  0.00596046  |   0.02932549   |  | 0.19311905 |
|    361    |  0.02288818  |  0.00667572  |   0.02455711   |  | 0.15306473 |
|    362    |  0.02002716  |  0.00762939  |   0.02670288   |  | 0.16498566 |
|    363    |  0.03695488  |  0.00786781  |   0.03623962   |  | 0.23722649 |
|    364    |  0.03695488  |  0.00572205  |   0.02837181   |  | 0.21529198 |
|    365    |  0.03719330  |  0.00834465  |   0.03695488   |  | 0.26011467 |
|    366    |  0.03695488  |  0.00786781  |   0.03528595   |  | 0.24485588 |
|    367    |  0.03695488  |  0.00905991  |   0.04005432   |  | 0.25391579 |
|    368    |  0.03194809  |  0.00572205  |   0.02956390   |  | 0.19359589 |
|    369    |  0.03695488  |  0.00572205  |   0.02956390   |  | 0.19717216 |
|    370    |  0.01144409  |  0.00524521  |   0.02431870   |  | 0.11348724 |
|    371    |  0.08201599  |  0.00691414  |   0.01978874   |  | 0.21672249 |
|    372    |  0.01716614  |  0.00596046  |   0.02169609   |  | 0.12803078 |
|    373    |  0.02121925  |  0.00834465  |   0.03409386   |  | 0.18548965 |
|    374    |  0.02121925  |  0.00858307  |   0.02908707   |  | 0.17738342 |
|    375    |  0.01454353  |  0.00572205  |   0.02408028   |  | 0.13208389 |
|    376    |  0.01454353  |  0.00596046  |   0.02050400   |  | 0.12254715 |
|    377    |  0.02145767  |  0.00953674  |   0.03004074   |  | 0.18525124 |
|    378    |  0.02932549  |  0.00834465  |   0.03480911   |  | 0.19288063 |
|    379    |  0.02193451  |  0.00929832  |   0.02956390   |  | 0.19884109 |
|    380    |  0.02145767  |  0.01025200  |   0.02908707   |  | 0.18501282 |
|    381    |  0.03004074  |  0.00882149  |   0.03433228   |  | 0.19359589 |
|    382    |  0.02121925  |  0.00905991  |   0.02956390   |  | 0.18477440 |
|    383    |  0.01883507  |  0.00572205  |   0.02360344   |  | 0.14543533 |
|    384    |  0.01454353  |  0.00596046  |   0.02002716   |  | 0.12207031 |
|    385    |  0.02169609  |  0.00834465  |   0.03004074   |  | 0.18811226 |
|    386    |  0.02121925  |  0.00905991  |   0.03743172   |  | 0.18835068 |
|    387    |  0.01883507  |  0.00524521  |   0.01978874   |  | 0.12588501 |
|    388    |  0.01311302  |  0.01096725  |   0.01955032   |  | 0.12373924 |
|    389    |  0.01239777  |  0.00524521  |   0.02217293   |  | 0.11396408 |
|    390    |  0.01215935  |  0.00452995  |   0.01883507   |  | 0.10943413 |
|    391    |  0.01192093  |  0.00548363  |   0.02264977   |  | 0.11944771 |
|    392    |  0.01502037  |  0.00548363  |   0.01931190   |  | 0.12087822 |
|    393    |  0.01382828  |  0.00548363  |   0.01907349   |  | 0.12540817 |
|    394    |  0.01192093  |  0.00524521  |   0.02217293   |  | 0.11396408 |
|    395    |  0.02574921  |  0.00834465  |   0.02861023   |  | 0.18119812 |
|    396    |  0.01311302  |  0.00596046  |   0.01883507   |  | 0.11825562 |
|    397    |  0.01835823  |  0.00524521  |   0.02384186   |  | 0.12326241 |
|    398    |  0.01263618  |  0.00548363  |   0.01883507   |  | 0.11157990 |
|    399    |  0.01764297  |  0.01478195  |   0.02670288   |  | 0.16379356 |
|    400    |  0.01525879  |  0.00572205  |   0.01931190   |  | 0.11944771 |
|    401    |  0.01382828  |  0.00572205  |   0.01955032   |  | 0.13422966 |
|    402    |  0.01239777  |  0.00500679  |   0.02360344   |  | 0.11873245 |
|    403    |  0.01597404  |  0.00476837  |   0.01907349   |  | 0.11372566 |
|    404    |  0.02169609  |  0.00715256  |   0.02551079   |  | 0.16713142 |
|    405    |  0.01239777  |  0.00548363  |   0.02646446   |  | 0.11873245 |
|    406    |  0.01239777  |  0.00500679  |   0.01907349   |  | 0.11563301 |
|    407    |  0.02264977  |  0.00882149  |   0.02598763   |  | 0.15878677 |
|    408    |  0.01358986  |  0.00572205  |   0.01978874   |  | 0.13351440 |
|    409    |  0.01311302  |  0.00619888  |   0.02026558   |  | 0.12397766 |
|    410    |  0.01215935  |  0.00762939  |   0.03480911   |  | 0.14853477 |
|    411    |  0.01740456  |  0.00739098  |   0.02551079   |  | 0.15926361 |
|    412    |  0.01597404  |  0.00500679  |   0.01859665   |  | 0.11539459 |
|    413    |  0.01239777  |  0.00476837  |   0.02217293   |  | 0.11515617 |
|    414    |  0.01263618  |  0.00500679  |   0.02360344   |  | 0.12946129 |
|    415    |  0.01263618  |  0.00548363  |   0.02002716   |  | 0.11825562 |
|    416    |  0.01835823  |  0.00762939  |   0.02908707   |  | 0.17070770 |
|    417    |  0.01859665  |  0.00786781  |   0.02861023   |  | 0.17189980 |
|    418    |  0.01263618  |  0.00500679  |   0.02241135   |  | 0.12063980 |
|    419    |  0.01239777  |  0.00524521  |   0.01883507   |  | 0.11539459 |
|    420    |  0.01788139  |  0.00715256  |   0.02670288   |  | 0.15926361 |
|    421    |  0.01835823  |  0.00858307  |   0.03361702   |  | 0.17261505 |
|    422    |  0.02264977  |  0.01168251  |   0.04053116   |  | 0.25629997 |
|    423    |  0.01263618  |  0.00524521  |   0.01883507   |  | 0.11205673 |
|    424    |  0.01621246  |  0.00715256  |   0.03027916   |  | 0.16069412 |
|    425    |  0.01502037  |  0.00715256  |   0.02527237   |  | 0.15401840 |
|    426    |  0.01764297  |  0.00810623  |   0.03290176   |  | 0.16975403 |
|    427    |  0.01215935  |  0.00858307  |   0.01955032   |  | 0.11968613 |
|    428    |  0.01406670  |  0.00715256  |   0.02598763   |  | 0.15735626 |
|    429    |  0.01788139  |  0.00715256  |   0.03385544   |  | 0.17666817 |
|    430    |  0.02193451  |  0.00858307  |   0.03457069   |  | 0.20217896 |
|    431    |  0.02312660  |  0.00762939  |   0.02574921   |  | 0.17571449 |
|    432    |  0.01287460  |  0.00500679  |   0.02312660   |  | 0.11730194 |
|    433    |  0.01072884  |  0.00572205  |   0.01788139   |  | 0.11134148 |
|    434    |  0.01907349  |  0.00619888  |   0.02241135   |  | 0.19073486 |
|    435    |  0.01454353  |  0.00452995  |   0.01907349   |  | 0.11467934 |
|    436    |  0.01287460  |  0.00524521  |   0.01931190   |  | 0.11849403 |
|    437    |  0.01335144  |  0.00548363  |   0.02312660   |  | 0.12230873 |
|    438    |  0.01788139  |  0.00739098  |   0.02741814   |  | 0.16641617 |
|    439    |  0.01859665  |  0.00715256  |   0.03337860   |  | 0.18048286 |
|    440    |  0.01239777  |  0.00882149  |   0.02312660   |  | 0.12040138 |
|    441    |  0.01072884  |  0.00500679  |   0.01764297   |  | 0.10728836 |
|    442    |  0.01287460  |  0.00524521  |   0.02121925   |  | 0.12183189 |
|    443    |  0.01859665  |  0.00667572  |   0.02455711   |  | 0.15139580 |
|    444    |  0.01788139  |  0.00739098  |   0.03695488   |  | 0.18191338 |
|    445    |  0.01239777  |  0.00596046  |   0.02241135   |  | 0.12111664 |
|    446    |  0.01430511  |  0.00667572  |   0.02479553   |  | 0.14758110 |
|    447    |  0.01740456  |  0.00667572  |   0.02694130   |  | 0.16021729 |
|    448    |  0.01168251  |  0.00500679  |   0.02264977   |  | 0.11420250 |
|    449    |  0.01239777  |  0.00524521  |   0.01931190   |  | 0.11372566 |
|    450    |  0.02241135  |  0.00953674  |   0.02598763   |  | 0.16427040 |
|    451    |  0.01025200  |  0.00452995  |   0.01740456   |  | 0.10538101 |
|    452    |  0.01811981  |  0.00786781  |   0.02813339   |  | 0.17309189 |
|    453    |  0.01239777  |  0.00596046  |   0.02121925   |  | 0.12278557 |
|    454    |  0.01072884  |  0.00500679  |   0.01788139   |  | 0.10824203 |
|    455    |  0.01788139  |  0.00739098  |   0.02789497   |  | 0.17070770 |
|    456    |  0.01311302  |  0.00691414  |   0.02789497   |  | 0.14567375 |
|    457    |  0.01764297  |  0.00762939  |   0.02813339   |  | 0.16713142 |
|    458    |  0.01192093  |  0.00691414  |   0.01835823   |  | 0.11849403 |
|    459    |  0.01358986  |  0.00691414  |   0.02360344   |  | 0.14376640 |
|    460    |  0.01859665  |  0.00858307  |   0.03814697   |  | 0.18525124 |
|    461    |  0.01668930  |  0.00596046  |   0.02741814   |  | 0.17118454 |
|    462    |  0.01287460  |  0.00548363  |   0.01955032   |  | 0.11777878 |
|    463    |  0.02431870  |  0.00786781  |   0.02884865   |  | 0.17595291 |
|    464    |  0.01263618  |  0.00524521  |   0.02312660   |  | 0.12350082 |
|    465    |  0.01239777  |  0.00572205  |   0.01955032   |  | 0.11658669 |
|    466    |  0.01621246  |  0.00572205  |   0.02217293   |  | 0.12445450 |
|    467    |  0.01883507  |  0.00810623  |   0.02861023   |  | 0.17261505 |
|    468    |  0.01907349  |  0.00810623  |   0.02908707   |  | 0.18620491 |
|    469    |  0.01978874  |  0.00882149  |   0.03361702   |  | 0.17857552 |
|    470    |  0.02145767  |  0.00882149  |   0.03027916   |  | 0.19001961 |
|    471    |  0.01716614  |  0.00572205  |   0.02074242   |  | 0.13041496 |
|    472    |  0.01931190  |  0.00762939  |   0.04124641   |  | 0.18787384 |
|    473    |  0.01478195  |  0.00548363  |   0.01931190   |  | 0.12564659 |
|    474    |  0.01263618  |  0.00548363  |   0.01955032   |  | 0.11944771 |
|    475    |  0.01287460  |  0.00524521  |   0.02193451   |  | 0.11992455 |
|    476    |  0.01120567  |  0.00500679  |   0.01835823   |  | 0.11658669 |
|    477    |  0.02408028  |  0.00572205  |   0.02312660   |  | 0.19097328 |
|    478    |  0.03767014  |  0.00762939  |   0.05006790   |  | 0.26512146 |
|    479    |  0.03314018  |  0.00596046  |   0.02765656   |  | 0.21648407 |
|    480    |  0.04196167  |  0.00572205  |   0.03170967   |  | 0.21886826 |
|    481    |  0.03910065  |  0.00786781  |   0.04243851   |  | 0.39815903 |
|    482    |  0.03623962  |  0.00762939  |   0.03576279   |  | 0.25153160 |
|    483    |  0.01573563  |  0.00596046  |   0.02622604   |  | 0.19502640 |
|    484    |  0.03075600  |  0.00619888  |   0.02884865   |  | 0.22435188 |
|    485    |  0.02455711  |  0.01263618  |   0.03480911   |  | 0.22983551 |
|    486    |  0.01788139  |  0.00667572  |   0.02646446   |  | 0.16522408 |
|    487    |  0.01454353  |  0.00572205  |   0.01978874   |  | 0.13089180 |
|    488    |  0.02121925  |  0.00834465  |   0.03457069   |  | 0.19288063 |
|    489    |  0.04959106  |  0.00882149  |   0.03886223   |  | 0.27823448 |
|    490    |  0.03814697  |  0.00786781  |   0.03623962   |  | 0.27465820 |
|    491    |  0.03647804  |  0.00905991  |   0.04887581   |  | 0.27465820 |
|    492    |  0.01978874  |  0.00905991  |   0.02741814   |  | 0.18548965 |
|    493    |  0.03695488  |  0.00882149  |   0.03719330   |  | 0.25296211 |
|    494    |  0.03671646  |  0.00858307  |   0.05269051   |  | 0.28204918 |
|    495    |  0.03576279  |  0.00762939  |   0.03671646   |  | 0.26059151 |
|    496    |  0.11301041  |  0.01049042  |   0.05960464   |  | 0.40221214 |
|    497    |  0.03623962  |  0.00810623  |   0.03552437   |  | 0.25153160 |
|    498    |  0.03814697  |  0.00572205  |   0.02956390   |  | 0.21553040 |
|    499    |  0.03814697  |  0.00882149  |   0.05078316   |  | 0.27823448 |
|    500    |  0.03147125  |  0.00572205  |   0.02813339   |  | 0.21886826 |
|    501    |  0.02145767  |  0.01215935  |   0.02956390   |  | 0.20146370 |
|    502    |  0.04458427  |  0.00858307  |   0.03647804   |  | 0.27608871 |
|    503    |  0.03147125  |  0.00548363  |   0.02861023   |  | 0.21886826 |
|    504    |  0.03647804  |  0.00882149  |   0.04673004   |  | 0.26369095 |
|    505    |  0.04887581  |  0.00834465  |   0.03576279   |  | 0.26631355 |
|    506    |  0.01478195  |  0.00619888  |   0.01978874   |  | 0.13256073 |
|    507    |  0.03242493  |  0.00596046  |   0.03075600   |  | 0.21123886 |
|    508    |  0.03910065  |  0.00882149  |   0.03910065   |  | 0.27012825 |
|    509    |  0.05078316  |  0.01883507  |   0.03623962   |  | 0.27966499 |
|    510    |  0.01502037  |  0.00596046  |   0.02002716   |  | 0.14519691 |
|    511    |  0.02002716  |  0.00786781  |   0.02670288   |  | 0.17929077 |
|    512    |  0.04553795  |  0.00739098  |   0.04887581   |  | 0.27346611 |
|    513    |  0.01716614  |  0.00762939  |   0.02837181   |  | 0.17642975 |
|    514    |  0.01835823  |  0.00572205  |   0.02002716   |  | 0.14948845 |
|    515    |  0.01406670  |  0.00500679  |   0.02002716   |  | 0.12612343 |
|    516    |  0.01788139  |  0.00596046  |   0.02193451   |  | 0.14472008 |
|    517    |  0.03433228  |  0.00858307  |   0.03767014   |  | 0.27823448 |
|    518    |  0.03910065  |  0.00810623  |   0.04148483   |  | 0.30970573 |
|    519    |  0.03552437  |  0.00572205  |   0.03027916   |  | 0.22959709 |
|    520    |  0.01382828  |  0.00762939  |   0.02861023   |  | 0.16522408 |
|    521    |  0.01740456  |  0.00596046  |   0.02622604   |  | 0.15139580 |
|    522    |  0.01859665  |  0.00596046  |   0.01978874   |  | 0.13804436 |
|    523    |  0.02241135  |  0.01096725  |   0.03695488   |  | 0.21767616 |
|    524    |  0.01478195  |  0.00596046  |   0.02026558   |  | 0.13232231 |
|    525    |  0.02026558  |  0.00810623  |   0.02050400   |  | 0.18978119 |
|    526    |  0.01454353  |  0.00619888  |   0.02217293   |  | 0.13184547 |
|    527    |  0.02098083  |  0.00810623  |   0.02956390   |  | 0.18811226 |
|    528    |  0.01454353  |  0.00572205  |   0.02384186   |  | 0.13351440 |
|    529    |  0.01788139  |  0.00596046  |   0.01931190   |  | 0.13494492 |
|    530    |  0.02384186  |  0.00572205  |   0.02408028   |  | 0.17690659 |
|    531    |  0.02121925  |  0.00596046  |   0.02360344   |  | 0.18167496 |
|    532    |  0.01573563  |  0.00643730  |   0.02551079   |  | 0.14543533 |
|    533    |  0.01502037  |  0.00834465  |   0.02574921   |  | 0.15926361 |
|    534    |  0.02765656  |  0.00858307  |   0.03933907   |  | 0.23508072 |
|    535    |  0.01478195  |  0.00643730  |   0.01955032   |  | 0.13303757 |
|    536    |  0.01478195  |  0.00619888  |   0.02217293   |  | 0.14328957 |
|    537    |  0.02431870  |  0.00596046  |   0.02622604   |  | 0.18906593 |
|    538    |  0.02241135  |  0.00834465  |   0.02980232   |  | 0.20670891 |
|    539    |  0.01478195  |  0.00619888  |   0.02527237   |  | 0.15091896 |
|    540    |  0.02360344  |  0.00548363  |   0.02455711   |  | 0.18143654 |
|    541    |  0.01955032  |  0.00643730  |   0.02241135   |  | 0.17166138 |
|    542    |  0.02264977  |  0.00882149  |   0.04172325   |  | 0.21147728 |
|    543    |  0.03385544  |  0.00596046  |   0.03027916   |  | 0.22554398 |
|    544    |  0.04363060  |  0.00905991  |   0.04744530   |  | 0.32973289 |
|    545    |  0.02837181  |  0.00548363  |   0.02622604   |  | 0.19764900 |
|    546    |  0.02646446  |  0.00929832  |   0.03433228   |  | 0.25987625 |
|    547    |  0.02646446  |  0.00643730  |   0.03671646   |  | 0.24390221 |
|    548    |  0.01764297  |  0.00596046  |   0.02121925   |  | 0.15187263 |
|    549    |  0.01335144  |  0.00548363  |   0.01931190   |  | 0.13232231 |
|    550    |  0.02956390  |  0.00786781  |   0.04315376   |  | 0.22339821 |
|    551    |  0.02789497  |  0.00572205  |   0.02670288   |  | 0.20051003 |
|    552    |  0.02384186  |  0.01049042  |   0.02765656   |  | 0.19788742 |
|    553    |  0.02408028  |  0.00810623  |   0.03099442   |  | 0.21433830 |
|    554    |  0.02813339  |  0.00596046  |   0.02503395   |  | 0.20337105 |
|    555    |  0.03337860  |  0.00953674  |   0.04315376   |  | 0.26082993 |
|    556    |  0.02169609  |  0.00905991  |   0.02884865   |  | 0.19621849 |
|    557    |  0.01931190  |  0.00548363  |   0.02312660   |  | 0.16856194 |
|    558    |  0.04029274  |  0.02360344  |   0.04482269   |  | 0.37169456 |
|    559    |  0.02956390  |  0.00667572  |   0.02908707   |  | 0.23555756 |
|    560    |  0.02789497  |  0.01430511  |   0.03242493   |  | 0.24271011 |
|    561    |  0.03504753  |  0.00572205  |   0.03051758   |  | 0.24366379 |
|    562    |  0.03027916  |  0.00643730  |   0.02670288   |  | 0.23341179 |
|    563    |  0.03790855  |  0.00929832  |   0.04386902   |  | 0.29778481 |
|    564    |  0.04029274  |  0.00977516  |   0.04053116   |  | 0.30350685 |
|    565    |  0.04267693  |  0.00882149  |   0.03528595   |  | 0.26822090 |
|    566    |  0.03027916  |  0.00858307  |   0.03457069   |  | 0.25606155 |
|    567    |  0.02765656  |  0.00929832  |   0.03290176   |  | 0.23484230 |
|    568    |  0.02837181  |  0.00667572  |   0.02384186   |  | 0.18715858 |
|    569    |  0.02384186  |  0.00929832  |   0.02169609   |  | 0.21314621 |
|    570    |  0.02169609  |  0.00882149  |   0.02908707   |  | 0.21171570 |
|    571    |  0.01549721  |  0.00619888  |   0.03266335   |  | 0.16260147 |
|    572    |  0.02741814  |  0.00619888  |   0.02741814   |  | 0.20694733 |
|    573    |  0.02789497  |  0.00905991  |   0.03027916   |  | 0.21505356 |
|    574    |  0.02145767  |  0.00882149  |   0.03457069   |  | 0.20098686 |
|    575    |  0.02217293  |  0.00858307  |   0.02908707   |  | 0.20813942 |
|    576    |  0.02002716  |  0.00858307  |   0.02741814   |  | 0.18572807 |
|    577    |  0.03719330  |  0.00858307  |   0.04005432   |  | 0.27084351 |
|    578    |  0.03767014  |  0.00882149  |   0.03790855   |  | 0.29301643 |
|    579    |  0.03719330  |  0.00834465  |   0.05221367   |  | 0.28038025 |
|    580    |  0.03719330  |  0.00858307  |   0.03647804   |  | 0.26321411 |
|    581    |  0.04076958  |  0.00834465  |   0.03838539   |  | 0.29206276 |
|    582    |  0.03814697  |  0.00858307  |   0.05030632   |  | 0.29277802 |
|    583    |  0.03600121  |  0.00762939  |   0.03647804   |  | 0.27108192 |
|    584    |  0.08940697  |  0.00929832  |   0.03600121   |  | 0.35524368 |
|    585    |  0.03695488  |  0.00715256  |   0.03933907   |  | 0.27084351 |
|    586    |  0.03218651  |  0.00715256  |   0.03886223   |  | 0.23889542 |
|    587    |  0.04816055  |  0.00810623  |   0.03862381   |  | 0.27656555 |
|    588    |  0.03981590  |  0.00596046  |   0.02956390   |  | 0.22912025 |
|    589    |  0.03147125  |  0.00596046  |   0.02813339   |  | 0.22673607 |
|    590    |  0.02026558  |  0.00762939  |   0.03170967   |  | 0.19574165 |
|    591    |  0.03767014  |  0.00810623  |   0.03528595   |  | 0.26392937 |
|    592    |  0.03170967  |  0.00643730  |   0.02861023   |  | 0.23031235 |
|    593    |  0.03194809  |  0.00715256  |   0.03528595   |  | 0.23603439 |
|    594    |  0.03147125  |  0.00596046  |   0.02932549   |  | 0.21696091 |
|    595    |  0.03743172  |  0.00858307  |   0.03623962   |  | 0.26679039 |
|    596    |  0.03695488  |  0.00786781  |   0.03647804   |  | 0.26512146 |
|    597    |  0.03719330  |  0.00786781  |   0.03600121   |  | 0.28324127 |
|    598    |  0.03719330  |  0.00810623  |   0.03910065   |  | 0.27418137 |
|    599    |  0.01502037  |  0.00572205  |   0.01978874   |  | 0.13470650 |
|    600    |  0.01883507  |  0.01072884  |   0.03099442   |  | 0.20790100 |
|    601    |  0.01502037  |  0.00596046  |   0.02050400   |  | 0.14257431 |
|    602    |  0.01978874  |  0.00786781  |   0.02670288   |  | 0.18978119 |
|    603    |  0.03838539  |  0.01168251  |   0.03671646   |  | 0.29063225 |
|    604    |  0.03552437  |  0.00810623  |   0.03647804   |  | 0.28109550 |
|    605    |  0.03147125  |  0.00619888  |   0.02861023   |  | 0.23269653 |
|    606    |  0.04124641  |  0.00572205  |   0.03838539   |  | 0.23913383 |
|    607    |  0.03719330  |  0.00786781  |   0.03623962   |  | 0.26631355 |
|    608    |  0.03361702  |  0.00548363  |   0.02861023   |  | 0.23221970 |
|    609    |  0.03695488  |  0.00762939  |   0.04744530   |  | 0.29134750 |
|    610    |  0.01478195  |  0.00572205  |   0.02026558   |  | 0.13494492 |
|    611    |  0.03671646  |  0.01978874  |   0.03623962   |  | 0.27918816 |
|    612    |  0.04363060  |  0.00596046  |   0.02908707   |  | 0.23365021 |
|    613    |  0.03194809  |  0.00548363  |   0.02861023   |  | 0.23078918 |
|    614    |  0.02002716  |  0.00810623  |   0.03242493   |  | 0.18668175 |
|    615    |  0.04935265  |  0.00762939  |   0.03671646   |  | 0.27894974 |
|    616    |  0.04315376  |  0.00786781  |   0.03600121   |  | 0.28705597 |
|    617    |  0.03218651  |  0.00572205  |   0.03409386   |  | 0.22578239 |
|    618    |  0.03767014  |  0.00810623  |   0.03623962   |  | 0.29015541 |
|    619    |  0.03123283  |  0.00929832  |   0.03314018   |  | 0.23555756 |
|    620    |  0.01549721  |  0.00643730  |   0.02002716   |  | 0.15139580 |
|    621    |  0.07486343  |  0.00619888  |   0.01931190   |  | 0.22602081 |
|    622    |  0.01835823  |  0.00715256  |   0.03147125   |  | 0.17786026 |
|    623    |  0.01311302  |  0.00524521  |   0.01883507   |  | 0.12135506 |
|    624    |  0.01668930  |  0.00500679  |   0.01907349   |  | 0.13303757 |
|    625    |  0.01358986  |  0.00500679  |   0.02717972   |  | 0.12946129 |
|    626    |  0.01931190  |  0.00643730  |   0.02431870   |  | 0.16546249 |
|    627    |  0.01454353  |  0.00619888  |   0.02002716   |  | 0.14209747 |
|    628    |  0.01454353  |  0.00572205  |   0.02312660   |  | 0.13709068 |
|    629    |  0.01454353  |  0.00596046  |   0.01931190   |  | 0.13303757 |
|    630    |  0.01621246  |  0.00596046  |   0.02527237   |  | 0.15020370 |
|    631    |  0.02670288  |  0.00858307  |   0.02980232   |  | 0.20647049 |
|    632    |  0.02169609  |  0.00953674  |   0.02932549   |  | 0.22363663 |
|    633    |  0.01406670  |  0.00762939  |   0.02598763   |  | 0.16927719 |
|    634    |  0.01525879  |  0.00739098  |   0.02694130   |  | 0.17833710 |
|    635    |  0.01978874  |  0.00786781  |   0.03242493   |  | 0.19168854 |
|    636    |  0.02145767  |  0.00810623  |   0.03552437   |  | 0.20360947 |
|    637    |  0.02121925  |  0.00596046  |   0.02026558   |  | 0.17333031 |
|    638    |  0.03218651  |  0.00619888  |   0.03790855   |  | 0.23984909 |
|    639    |  0.02503395  |  0.00762939  |   0.02765656   |  | 0.18811226 |
|    640    |  0.02121925  |  0.00762939  |   0.02670288   |  | 0.21195412 |
|    641    |  0.03886223  |  0.00905991  |   0.05102158   |  | 0.30875206 |
|    642    |  0.03123283  |  0.00619888  |   0.02908707   |  | 0.23245811 |
|    643    |  0.02169609  |  0.00858307  |   0.02932549   |  | 0.20360947 |
|    644    |  0.02622604  |  0.00882149  |   0.03385544   |  | 0.21529198 |
|    645    |  0.02121925  |  0.00834465  |   0.02908707   |  | 0.19621849 |
|    646    |  0.03719330  |  0.00834465  |   0.04863739   |  | 0.29230118 |
|    647    |  0.02002716  |  0.00810623  |   0.02670288   |  | 0.18143654 |
|    648    |  0.02026558  |  0.00810623  |   0.02670288   |  | 0.18763542 |
|    649    |  0.01430511  |  0.00572205  |   0.02336502   |  | 0.13756752 |
|    650    |  0.02121925  |  0.00810623  |   0.03027916   |  | 0.19907951 |
|    651    |  0.03671646  |  0.00858307  |   0.03886223   |  | 0.29349327 |
|    652    |  0.03671646  |  0.00762939  |   0.04863739   |  | 0.29253960 |
|    653    |  0.02121925  |  0.00929832  |   0.02884865   |  | 0.19979477 |
|    654    |  0.02145767  |  0.01144409  |   0.02932549   |  | 0.20551682 |
|    655    |  0.01978874  |  0.00929832  |   0.02670288   |  | 0.20551682 |
|    656    |  0.02002716  |  0.00739098  |   0.02694130   |  | 0.18668175 |
|    657    |  0.03147125  |  0.00572205  |   0.03719330   |  | 0.23412704 |
|    658    |  0.01478195  |  0.01096725  |   0.02717972   |  | 0.15640259 |
|    659    |  0.02145767  |  0.00882149  |   0.02932549   |  | 0.20575523 |
|    660    |  0.05745888  |  0.00786781  |   0.03933907   |  | 0.31447411 |
|    661    |  0.02145767  |  0.00858307  |   0.03004074   |  | 0.20933151 |
|    662    |  0.05578995  |  0.01192093  |   0.03814697   |  | 0.31590462 |
|    663    |  0.03433228  |  0.00739098  |   0.03647804   |  | 0.27298927 |
|    664    |  0.02145767  |  0.00810623  |   0.02908707   |  | 0.20861626 |
|    665    |  0.02145767  |  0.00905991  |   0.03623962   |  | 0.20694733 |
|    666    |  0.02098083  |  0.00834465  |   0.02980232   |  | 0.19931793 |
|    667    |  0.02670288  |  0.00858307  |   0.02956390   |  | 0.20456314 |
|    668    |  0.01978874  |  0.00786781  |   0.04148483   |  | 0.20456314 |
|    669    |  0.02002716  |  0.01335144  |   0.02932549   |  | 0.19240379 |
|    670    |  0.02121925  |  0.01025200  |   0.02956390   |  | 0.20575523 |
|    671    |  0.02169609  |  0.01645088  |   0.02908707   |  | 0.21314621 |
|    672    |  0.02002716  |  0.00762939  |   0.03433228   |  | 0.19907951 |
|    673    |  0.01478195  |  0.00572205  |   0.02431870   |  | 0.14400482 |
|    674    |  0.02121925  |  0.00929832  |   0.02884865   |  | 0.20098686 |
|    675    |  0.01788139  |  0.00572205  |   0.01978874   |  | 0.13875961 |
|    676    |  0.01955032  |  0.00762939  |   0.03147125   |  | 0.18763542 |
|    677    |  0.02121925  |  0.00810623  |   0.02908707   |  | 0.19884109 |
|    678    |  0.02622604  |  0.00929832  |   0.02956390   |  | 0.20933151 |
|    679    |  0.02026558  |  0.00762939  |   0.03170967   |  | 0.20265579 |
|    680    |  0.01454353  |  0.00572205  |   0.02002716   |  | 0.13637543 |
|    681    |  0.03814697  |  0.00929832  |   0.04982948   |  | 0.31256676 |
|    682    |  0.02145767  |  0.00810623  |   0.02980232   |  | 0.20027161 |
