Device 1 (D1) start connection to server
   D1 sends M1 to Server: (1, b'\xf4\x00I\xe8w\x8f\x15+\x99\xde\xac\x06v\x85\x0fN')
Server refuse Device 1, already connected


Timing Results, AES-128 as Encryption/Decryption, SHA-512 with HMAC for secure vault update:
+-----------+--------------+--------------+----------------+--+-------------+
| Device ID | Encrypt (ms) | Decrypt (ms) | SV Update (ms) |  |  Auth. (ms) |
|    2596   |  0.04935265  |  0.00739098  |   0.03886223   |  |  0.52785873 |
|    2597   |  0.03790855  |  0.00762939  |   0.03600121   |  |  0.51784515 |
|    2598   |  0.03743172  |  0.00786781  |   0.03576279   |  |  0.52762032 |
|    2599   |  0.03767014  |  0.00762939  |   0.04720688   |  |  0.53071976 |
|    2600   |  0.03290176  |  0.00572205  |   0.02932549   |  |  0.46992302 |
|    2601   |  0.02026558  |  0.00834465  |   0.02670288   |  |  0.31685829 |
|    2602   |  0.03719330  |  0.00786781  |   0.03623962   |  |  0.51569939 |
|    2603   |  0.03767014  |  0.00882149  |   0.03838539   |  |  0.54144859 |
|    2604   |  0.03314018  |  0.00643730  |   0.03933907   |  |  0.48804283 |
|    2605   |  0.03218651  |  0.00572205  |   0.02884865   |  |  0.49471855 |
|    2606   |  0.06723404  |  0.00739098  |   0.03576279   |  |  0.54764748 |
|    2607   |  0.05483627  |  0.00762939  |   0.04053116   |  |  0.55241585 |
|    2608   |  0.03719330  |  0.00834465  |   0.03671646   |  |  0.53167343 |
|    2609   |  0.07867813  |  0.00882149  |   0.03743172   |  |  0.58460236 |
|    2610   |  0.03767014  |  0.00786781  |   0.04863739   |  |  0.54407120 |
|    2611   |  0.03695488  |  0.00762939  |   0.03600121   |  |  0.53191185 |
|    2612   |  0.03743172  |  0.00762939  |   0.04673004   |  |  0.52762032 |
|    2613   |  0.03314018  |  0.00619888  |   0.02956390   |  |  0.48255920 |
|    2614   |  0.03266335  |  0.00524521  |   0.02837181   |  |  0.48923492 |
|    2615   |  0.04291534  |  0.00691414  |   0.03051758   |  |  0.50806999 |
|    2616   |  0.03504753  |  0.00548363  |   0.02908707   |  |  0.50806999 |
|    2617   |  0.04911423  |  0.00786781  |   0.03814697   |  |  0.54597855 |
|    2618   |  0.03814697  |  0.00739098  |   0.04839897   |  |  0.54717064 |
|    2619   |  0.03623962  |  0.00762939  |   0.03623962   |  |  0.53811073 |
|    2620   |  0.05173683  |  0.00834465  |   0.03790855   |  |  0.56672096 |
|    2621   |  0.03743172  |  0.00786781  |   0.03671646   |  |  0.54192543 |
|    2622   |  0.03671646  |  0.00810623  |   0.03671646   |  |  0.54168701 |
|    2623   |  0.03671646  |  0.00762939  |   0.03576279   |  |  0.55980682 |
|    2624   |  0.03886223  |  0.00810623  |   0.03695488   |  |  0.53739548 |
|    2625   |  0.03719330  |  0.00739098  |   0.03647804   |  |  0.54812431 |
|    2626   |  0.03623962  |  0.00739098  |   0.04744530   |  |  0.54621696 |
|    2627   |  0.05197525  |  0.00810623  |   0.03576279   |  |  0.54764748 |
|    2628   |  0.03194809  |  0.01835823  |   0.03862381   |  |  0.50044060 |
|    2629   |  0.03290176  |  0.00596046  |   0.02932549   |  |  0.47850609 |
|    2630   |  0.03242493  |  0.00572205  |   0.02980232   |  |  0.49257278 |
|    2631   |  0.03886223  |  0.00596046  |   0.04029274   |  |  0.51093102 |
|    2632   |  0.03767014  |  0.00786781  |   0.03886223   |  |  0.52452087 |
|    2633   |  0.03695488  |  0.00762939  |   0.03671646   |  |  0.54144859 |
|    2634   |  0.03671646  |  0.00739098  |   0.04673004   |  |  0.52618980 |
|    2635   |  0.03695488  |  0.00739098  |   0.03576279   |  |  0.53071976 |
|    2636   |  0.03767014  |  0.00786781  |   0.03647804   |  |  0.53477287 |
|    2637   |  0.03814697  |  0.00762939  |   0.03552437   |  |  0.52165985 |
|    2638   |  0.03743172  |  0.00834465  |   0.03695488   |  |  0.54717064 |
|    2639   |  0.03719330  |  0.00786781  |   0.04816055   |  |  0.53334236 |
|    2640   |  0.03695488  |  0.00786781  |   0.03647804   |  |  0.52046776 |
|    2641   |  0.03886223  |  0.00858307  |   0.03886223   |  |  0.57291985 |
|    2642   |  0.04196167  |  0.00572205  |   0.03194809   |  |  0.51355362 |
|    2643   |  0.03266335  |  0.00619888  |   0.02861023   |  |  0.50163269 |
|    2644   |  0.03337860  |  0.01525879  |   0.02956390   |  |  0.50854683 |
|    2645   |  0.04482269  |  0.00548363  |   0.02932549   |  |  0.50616264 |
|    2646   |  0.03767014  |  0.02002716  |   0.02980232   |  |  0.54669380 |
|    2647   |  0.03767014  |  0.00786781  |   0.04863739   |  |  0.53834915 |
|    2648   |  0.03767014  |  0.00762939  |   0.03647804   |  |  0.52046776 |
|    2649   |  0.03671646  |  0.00715256  |   0.03600121   |  |  0.52261353 |
|    2650   |  0.04935265  |  0.00786781  |   0.03862381   |  |  0.53834915 |
|    2651   |  0.03790855  |  0.00762939  |   0.03623962   |  |  0.52428246 |
|    2652   |  0.03814697  |  0.00834465  |   0.03719330   |  |  0.53071976 |
|    2653   |  0.03838539  |  0.00786781  |   0.04792213   |  |  0.54645538 |
|    2654   |  0.03671646  |  0.00739098  |   0.03695488   |  |  0.52404404 |
|    2655   |  0.03814697  |  0.00786781  |   0.03981590   |  |  0.54192543 |
|    2656   |  0.03290176  |  0.00548363  |   0.02932549   |  |  0.48851967 |
|    2657   |  0.05269051  |  0.00953674  |   0.03886223   |  |  0.61011314 |
|    2658   |  0.03290176  |  0.00596046  |   0.03075600   |  |  0.48828125 |
|    2659   |  0.03170967  |  0.00548363  |   0.02932549   |  |  0.50830841 |
|    2660   |  0.03600121  |  0.00643730  |   0.02932549   |  |  0.52952766 |
|    2661   |  0.03671646  |  0.00834465  |   0.03075600   |  |  0.54550171 |
|    2662   |  0.03767014  |  0.00762939  |   0.03647804   |  |  0.53954124 |
|    2663   |  0.03838539  |  0.00739098  |   0.04792213   |  |  0.55098534 |
|    2664   |  0.03790855  |  0.00762939  |   0.03647804   |  |  0.53620338 |
|    2665   |  0.03838539  |  0.00834465  |   0.03552437   |  |  0.53715706 |
|    2666   |  0.03528595  |  0.00548363  |   0.03218651   |  |  0.49448013 |
|    2667   |  0.03194809  |  0.00548363  |   0.02980232   |  |  0.51784515 |
|    2668   |  0.03743172  |  0.00762939  |   0.03194809   |  |  0.54144859 |
|    2669   |  0.03623962  |  0.00810623  |   0.04673004   |  |  0.57125092 |
|    2670   |  0.03743172  |  0.00810623  |   0.03647804   |  |  0.54430962 |
|    2671   |  0.03767014  |  0.00739098  |   0.04768372   |  |  0.55670738 |
|    2672   |  0.03814697  |  0.00858307  |   0.03671646   |  |  0.54025650 |
|    2673   |  0.04291534  |  0.00762939  |   0.03719330   |  |  0.55384636 |
|    2674   |  0.03767014  |  0.00739098  |   0.04792213   |  |  0.55384636 |
|    2675   |  0.03743172  |  0.00762939  |   0.03600121   |  |  0.54311752 |
|    2676   |  0.12946129  |  0.00643730  |   0.03838539   |  |  0.61798096 |
|    2677   |  0.03290176  |  0.00596046  |   0.04005432   |  |  0.49972534 |
|    2678   |  0.03242493  |  0.00572205  |   0.02956390   |  |  0.48995018 |
|    2679   |  0.03671646  |  0.00596046  |   0.03957748   |  |  0.52094460 |
|    2680   |  0.03743172  |  0.00834465  |   0.03647804   |  |  0.52952766 |
|    2681   |  0.04029274  |  0.00786781  |   0.03623962   |  |  0.54836273 |
|    2682   |  0.03147125  |  0.00572205  |   0.03790855   |  |  0.46277046 |
|    2683   |  0.01192093  |  0.00476837  |   0.01764297   |  |  0.22077560 |
|    2684   |  0.02050400  |  0.00882149  |   0.03671646   |  |  0.33020973 |
|    2685   |  0.01406670  |  0.00524521  |   0.02312660   |  |  0.23198128 |
|    2686   |  0.01788139  |  0.00762939  |   0.02408028   |  |  0.36334991 |
|    2687   |  0.01335144  |  0.00548363  |   0.01955032   |  |  0.23174286 |
|    2688   |  0.01335144  |  0.00596046  |   0.01955032   |  |  0.23174286 |
|    2689   |  0.01239777  |  0.00476837  |   0.01811981   |  |  0.23555756 |
|    2690   |  0.01335144  |  0.00524521  |   0.02551079   |  |  0.23984909 |
|    2691   |  0.01215935  |  0.00500679  |   0.01788139   |  |  0.22339821 |
|    2692   |  0.01335144  |  0.00548363  |   0.01931190   |  |  0.22816658 |
|    2693   |  0.01549721  |  0.00596046  |   0.02098083   |  |  0.29754639 |
|    2694   |  0.01239777  |  0.00500679  |   0.01811981   |  |  0.22530556 |
|    2695   |  0.01335144  |  0.01096725  |   0.02479553   |  |  0.32067299 |
|    2696   |  0.02145767  |  0.00834465  |   0.02908707   |  |  0.34666061 |
|    2697   |  0.02169609  |  0.00905991  |   0.02932549   |  |  0.34475327 |
|    2698   |  0.02145767  |  0.00858307  |   0.03457069   |  |  0.34809113 |
|    2699   |  0.01811981  |  0.00691414  |   0.01955032   |  |  0.32210350 |
|    2700   |  0.02145767  |  0.00834465  |   0.02956390   |  |  0.34189224 |
|    2701   |  0.02145767  |  0.00858307  |   0.03504753   |  |  0.34499168 |
|    2702   |  0.02694130  |  0.00643730  |   0.01978874   |  |  0.34427643 |
|    2703   |  0.02169609  |  0.00834465  |   0.02908707   |  |  0.34928322 |
|    2704   |  0.01931190  |  0.00596046  |   0.01978874   |  |  0.23865700 |
|    2705   |  0.02145767  |  0.00810623  |   0.02932549   |  |  0.34546852 |
|    2706   |  0.02121925  |  0.00882149  |   0.03623962   |  |  0.34880638 |
|    2707   |  0.02169609  |  0.00834465  |   0.02932549   |  |  0.35071373 |
|    2708   |  0.02908707  |  0.00953674  |   0.02956390   |  |  0.35238266 |
|    2709   |  0.01502037  |  0.00548363  |   0.02431870   |  |  0.30255318 |
|    2710   |  0.02121925  |  0.00858307  |   0.02908707   |  |  0.34189224 |
|    2711   |  0.02121925  |  0.00929832  |   0.02932549   |  |  0.34904480 |
|    2712   |  0.01883507  |  0.00572205  |   0.02455711   |  |  0.24294853 |
|    2713   |  0.02169609  |  0.00977516  |   0.02789497   |  |  0.35119057 |
|    2714   |  0.02169609  |  0.00858307  |   0.03552437   |  |  0.35834312 |
|    2715   |  0.02169609  |  0.00810623  |   0.02908707   |  |  0.34809113 |
|    2716   |  0.02121925  |  0.00929832  |   0.03004074   |  |  0.35166740 |
|    2717   |  0.02145767  |  0.00905991  |   0.03504753   |  |  0.35500526 |
|    2718   |  0.02193451  |  0.00834465  |   0.02932549   |  |  0.35023689 |
|    2719   |  0.02074242  |  0.00572205  |   0.01978874   |  |  0.31781197 |
|    2720   |  0.01931190  |  0.00619888  |   0.02145767   |  |  0.24247169 |
|    2721   |  0.02121925  |  0.00882149  |   0.02908707   |  |  0.35238266 |
|    2722   |  0.02145767  |  0.00810623  |   0.03552437   |  |  0.35262108 |
|    2723   |  0.01478195  |  0.00548363  |   0.01955032   |  |  0.23961067 |
|    2724   |  0.02074242  |  0.00619888  |   0.01955032   |  |  0.32043457 |
|    2725   |  0.03075600  |  0.00810623  |   0.03790855   |  |  0.36144257 |
|    2726   |  0.02193451  |  0.00834465  |   0.02646446   |  |  0.33926964 |
|    2727   |  0.02145767  |  0.00810623  |   0.02932549   |  |  0.36859512 |
|    2728   |  0.01716614  |  0.00572205  |   0.02145767   |  |  0.24151802 |
|    2729   |  0.01502037  |  0.00548363  |   0.02026558   |  |  0.24652481 |
|    2730   |  0.01740456  |  0.00762939  |   0.02741814   |  |  0.38385391 |
|    2731   |  0.01502037  |  0.00572205  |   0.02002716   |  |  0.23627281 |
|    2732   |  0.02169609  |  0.00858307  |   0.02956390   |  |  0.35524368 |
|    2733   |  0.02145767  |  0.00858307  |   0.03504753   |  |  0.34904480 |
|    2734   |  0.02956390  |  0.00905991  |   0.02932549   |  |  0.35786629 |
|    2735   |  0.02145767  |  0.00834465  |   0.02956390   |  |  0.35166740 |
|    2736   |  0.01502037  |  0.00548363  |   0.02217293   |  |  0.23651123 |
|    2737   |  0.02193451  |  0.00858307  |   0.02908707   |  |  0.34379959 |
|    2738   |  0.02193451  |  0.00596046  |   0.01978874   |  |  0.32377243 |
|    2739   |  0.01454353  |  0.00572205  |   0.01955032   |  |  0.23770332 |
|    2740   |  0.02169609  |  0.00834465  |   0.02956390   |  |  0.34904480 |
|    2741   |  0.02169609  |  0.00905991  |   0.03814697   |  |  0.36358833 |
|    2742   |  0.02193451  |  0.00810623  |   0.02908707   |  |  0.34379959 |
|    2743   |  0.02145767  |  0.00882149  |   0.02908707   |  |  0.36144257 |
|    2744   |  0.03814697  |  0.00667572  |   0.02455711   |  |  0.27656555 |
|    2745   |  0.02431870  |  0.00596046  |   0.01955032   |  |  0.31828880 |
|    2746   |  0.02193451  |  0.01454353  |   0.02932549   |  |  0.35142899 |
|    2747   |  0.01478195  |  0.00596046  |   0.01978874   |  |  0.23603439 |
|    2748   |  0.02121925  |  0.00834465  |   0.02932549   |  |  0.35142899 |
|    2749   |  0.02145767  |  0.00858307  |   0.03266335   |  |  0.34856796 |
|    2750   |  0.02145767  |  0.00882149  |   0.02932549   |  |  0.34904480 |
|    2751   |  0.02193451  |  0.00834465  |   0.02932549   |  |  0.35190582 |
|    2752   |  0.02145767  |  0.00810623  |   0.03480911   |  |  0.35595894 |
|    2753   |  0.02145767  |  0.00929832  |   0.02932549   |  |  0.35500526 |
|    2754   |  0.02145767  |  0.00929832  |   0.02980232   |  |  0.36144257 |
|    2755   |  0.02145767  |  0.00810623  |   0.02932549   |  |  0.34642220 |
|    2756   |  0.01478195  |  0.00572205  |   0.01955032   |  |  0.31924248 |
|    2757   |  0.02169609  |  0.00977516  |   0.03504753   |  |  0.35262108 |
|    2758   |  0.02145767  |  0.00858307  |   0.02717972   |  |  0.35667419 |
|    2759   |  0.03194809  |  0.00929832  |   0.02932549   |  |  0.35810471 |
|    2760   |  0.02169609  |  0.00905991  |   0.03457069   |  |  0.36382675 |
|    2761   |  0.02169609  |  0.00858307  |   0.02980232   |  |  0.34785271 |
|    2762   |  0.02169609  |  0.00858307  |   0.02956390   |  |  0.35929680 |
|    2763   |  0.01502037  |  0.00548363  |   0.02002716   |  |  0.23651123 |
|    2764   |  0.02765656  |  0.01907349  |   0.02956390   |  |  0.36287308 |
|    2765   |  0.01478195  |  0.00572205  |   0.02145767   |  |  0.30517578 |
|    2766   |  0.01907349  |  0.00572205  |   0.01955032   |  |  0.24056435 |
|    2767   |  0.02408028  |  0.00882149  |   0.02956390   |  |  0.35953522 |
|    2768   |  0.02145767  |  0.01001358  |   0.03314018   |  |  0.35595894 |
|    2769   |  0.02193451  |  0.00858307  |   0.02932549   |  |  0.35715103 |
|    2770   |  0.02145767  |  0.00858307  |   0.02956390   |  |  0.35071373 |
|    2771   |  0.01454353  |  0.00548363  |   0.02431870   |  |  0.24557114 |
|    2772   |  0.01668930  |  0.00572205  |   0.01931190   |  |  0.31089783 |
|    2773   |  0.02145767  |  0.00882149  |   0.03743172   |  |  0.36597252 |
|    2774   |  0.01788139  |  0.00572205  |   0.01931190   |  |  0.31113625 |
|    2775   |  0.02193451  |  0.00905991  |   0.02956390   |  |  0.36144257 |
|    2776   |  0.02026558  |  0.00882149  |   0.02741814   |  |  0.33020973 |
|    2777   |  0.02026558  |  0.00786781  |   0.02694130   |  |  0.33116341 |
|    2778   |  0.02121925  |  0.00858307  |   0.02908707   |  |  0.35166740 |
|    2779   |  0.01454353  |  0.00548363  |   0.02408028   |  |  0.25773048 |
|    2780   |  0.02002716  |  0.00858307  |   0.02694130   |  |  0.32901764 |
|    2781   |  0.01454353  |  0.00572205  |   0.02431870   |  |  0.30326843 |
|    2782   |  0.03862381  |  0.00882149  |   0.03790855   |  |  0.57816505 |
|    2783   |  0.03790855  |  0.00786781  |   0.03623962   |  |  0.56886673 |
|    2784   |  0.03767014  |  0.00810623  |   0.04816055   |  |  0.55742264 |
|    2785   |  0.03910065  |  0.00858307  |   0.03862381   |  |  0.59294701 |
|    2786   |  0.03695488  |  0.00810623  |   0.03695488   |  |  0.56457520 |
|    2787   |  0.05197525  |  0.00834465  |   0.03910065   |  |  0.58269501 |
|    2788   |  0.03123283  |  0.00596046  |   0.03123283   |  |  0.47850609 |
|    2789   |  0.01692772  |  0.00548363  |   0.02312660   |  |  0.32138824 |
|    2790   |  0.02098083  |  0.00762939  |   0.02598763   |  |  0.37145615 |
|    2791   |  0.00905991  |  0.00500679  |   0.01716614   |  |  0.24223328 |
|    2792   |  0.01502037  |  0.00548363  |   0.02336502   |  |  0.25439262 |
|    2793   |  0.02026558  |  0.00810623  |   0.02646446   |  |  0.32377243 |
|    2794   |  0.03099442  |  0.00619888  |   0.02908707   |  |  0.51784515 |
|    2795   |  0.03838539  |  0.00977516  |   0.05650520   |  |  0.59604645 |
|    2796   |  0.02026558  |  0.00739098  |   0.02646446   |  |  0.32258034 |
|    2797   |  0.03671646  |  0.01072884  |   0.03075600   |  |  0.47922134 |
|    2798   |  0.03814697  |  0.00739098  |   0.03719330   |  |  0.57744980 |
|    2799   |  0.03790855  |  0.00810623  |   0.03647804   |  |  0.58341026 |
|    2800   |  0.03767014  |  0.00882149  |   0.04577637   |  |  0.57268143 |
|    2801   |  0.03743172  |  0.00810623  |   0.03719330   |  |  0.54860115 |
|    2802   |  0.04744530  |  0.00762939  |   0.03695488   |  |  0.56171417 |
|    2803   |  0.01525879  |  0.00596046  |   0.02169609   |  |  0.24890900 |
|    2804   |  0.03814697  |  0.00858307  |   0.03886223   |  |  0.58221817 |
|    2805   |  0.02193451  |  0.00977516  |   0.03051758   |  |  0.37336349 |
|    2806   |  0.01502037  |  0.00667572  |   0.02241135   |  |  0.25033951 |
|    2807   |  0.02145767  |  0.01740456  |   0.02980232   |  |  0.35834312 |
|    2808   |  0.02169609  |  0.00905991  |   0.02980232   |  |  0.35023689 |
|    2809   |  0.02217293  |  0.00929832  |   0.02980232   |  |  0.39696693 |
|    2810   |  0.01835823  |  0.00548363  |   0.01978874   |  |  0.24366379 |
|    2811   |  0.09918213  |  0.00596046  |   0.02241135   |  |  0.34832954 |
|    2812   |  0.01120567  |  0.00476837  |   0.01740456   |  |  0.23341179 |
|    2813   |  0.01311302  |  0.00524521  |   0.01859665   |  |  0.23484230 |
|    2814   |  0.01168251  |  0.00524521  |   0.01788139   |  |  0.23531914 |
|    2815   |  0.01001358  |  0.00500679  |   0.01740456   |  |  0.22768974 |
|    2816   |  0.01287460  |  0.00572205  |   0.02264977   |  |  0.23293495 |
|    2817   |  0.01025200  |  0.00476837  |   0.01835823   |  |  0.22697449 |
|    2818   |  0.01215935  |  0.00572205  |   0.01955032   |  |  0.23984909 |
|    2819   |  0.01192093  |  0.00548363  |   0.02360344   |  |  0.23221970 |
|    2820   |  0.01049042  |  0.00452995  |   0.01740456   |  |  0.23317337 |
|    2821   |  0.01502037  |  0.00500679  |   0.01859665   |  |  0.24533272 |
|    2822   |  0.01239777  |  0.00572205  |   0.02193451   |  |  0.23150444 |
|    2823   |  0.01025200  |  0.00524521  |   0.01740456   |  |  0.24008751 |
|    2824   |  0.01192093  |  0.00476837  |   0.02241135   |  |  0.23508072 |
|    2825   |  0.01025200  |  0.00476837  |   0.01740456   |  |  0.22602081 |
|    2826   |  0.01287460  |  0.00500679  |   0.01859665   |  |  0.24199486 |
|    2827   |  0.01215935  |  0.00548363  |   0.02288818   |  |  0.23698807 |
|    2828   |  0.01049042  |  0.00476837  |   0.01740456   |  |  0.22482872 |
|    2829   |  0.02241135  |  0.00762939  |   0.02741814   |  |  0.29993057 |
|    2830   |  0.01215935  |  0.00572205  |   0.02217293   |  |  0.31518936 |
|    2831   |  0.01001358  |  0.00476837  |   0.02121925   |  |  0.22578239 |
|    2832   |  0.01025200  |  0.00500679  |   0.02074242   |  |  0.23126602 |
|    2833   |  0.01025200  |  0.00500679  |   0.01740456   |  |  0.22482872 |
|    2834   |  0.01287460  |  0.00643730  |   0.02360344   |  |  0.30875206 |
|    2835   |  0.00929832  |  0.00548363  |   0.02026558   |  |  0.23007393 |
|    2836   |  0.00929832  |  0.00548363  |   0.01764297   |  |  0.21982193 |
|    2837   |  0.01001358  |  0.00500679  |   0.01740456   |  |  0.22745132 |
|    2838   |  0.02074242  |  0.00762939  |   0.02980232   |  |  0.33545494 |
|    2839   |  0.01120567  |  0.00500679  |   0.01859665   |  |  0.22482872 |
|    2840   |  0.01454353  |  0.00476837  |   0.01931190   |  |  0.25343895 |
|    2841   |  0.01025200  |  0.00476837  |   0.01740456   |  |  0.22983551 |
|    2842   |  0.00977516  |  0.00452995  |   0.01740456   |  |  0.22673607 |
|    2843   |  0.01096725  |  0.00476837  |   0.02121925   |  |  0.24104118 |
|    2844   |  0.01001358  |  0.00452995  |   0.01740456   |  |  0.23341179 |
|    2845   |  0.00977516  |  0.00476837  |   0.01740456   |  |  0.22768974 |
|    2846   |  0.01311302  |  0.00476837  |   0.01811981   |  |  0.23436546 |
|    2847   |  0.00882149  |  0.00476837  |   0.01740456   |  |  0.22149086 |
|    2848   |  0.01311302  |  0.00643730  |   0.01740456   |  |  0.22745132 |
|    2849   |  0.00929832  |  0.00810623  |   0.02050400   |  |  0.23603439 |
|    2850   |  0.00929832  |  0.00524521  |   0.01716614   |  |  0.22459030 |
|    2851   |  0.01287460  |  0.00476837  |   0.01859665   |  |  0.23078918 |
|    2852   |  0.01454353  |  0.00476837  |   0.01716614   |  |  0.23055077 |
|    2853   |  0.01239777  |  0.00619888  |   0.03242493   |  |  0.30946732 |
|    2854   |  0.01358986  |  0.00739098  |   0.03004074   |  |  0.32329559 |
|    2855   |  0.01311302  |  0.00619888  |   0.02360344   |  |  0.30422211 |
|    2856   |  0.00834465  |  0.00476837  |   0.01668930   |  |  0.23126602 |
|    2857   |  0.03767014  |  0.00810623  |   0.03790855   |  |  0.57244301 |
|    2858   |  0.03647804  |  0.00786781  |   0.03838539   |  |  0.56982040 |
|    2859   |  0.03504753  |  0.00596046  |   0.03767014   |  |  0.47683716 |
|    2860   |  0.01215935  |  0.00524521  |   0.01835823   |  |  0.23818016 |
|    2861   |  0.01382828  |  0.00596046  |   0.01788139   |  |  0.23221970 |
|    2862   |  0.01049042  |  0.00476837  |   0.02121925   |  |  0.23484230 |
|    2863   |  0.01049042  |  0.00452995  |   0.01740456   |  |  0.23031235 |
|    2864   |  0.01335144  |  0.00476837  |   0.01764297   |  |  0.23031235 |
|    2865   |  0.01144409  |  0.00452995  |   0.02074242   |  |  0.23198128 |
|    2866   |  0.01025200  |  0.00476837  |   0.01740456   |  |  0.22888184 |
|    2867   |  0.00977516  |  0.00548363  |   0.02098083   |  |  0.23055077 |
|    2868   |  0.01502037  |  0.00715256  |   0.02598763   |  |  0.36048889 |
|    2869   |  0.01001358  |  0.00476837  |   0.01740456   |  |  0.24104118 |
|    2870   |  0.00953674  |  0.00476837  |   0.02026558   |  |  0.22435188 |
|    2871   |  0.01287460  |  0.00667572  |   0.02336502   |  |  0.30303001 |
|    2872   |  0.01645088  |  0.00643730  |   0.02336502   |  |  0.30899048 |
|    2873   |  0.03790855  |  0.00786781  |   0.04291534   |  |  0.58484077 |
|    2874   |  0.04792213  |  0.00786781  |   0.03671646   |  |  0.58555603 |
|    2875   |  0.03719330  |  0.00810623  |   0.04625320   |  |  0.59700012 |
|    2876   |  0.03719330  |  0.00786781  |   0.03719330   |  |  0.56743622 |
|    2877   |  0.03790855  |  0.00762939  |   0.03671646   |  |  0.57816505 |
|    2878   |  0.03671646  |  0.00715256  |   0.03767014   |  |  0.54931641 |
|    2879   |  0.04816055  |  0.00929832  |   0.02670288   |  |  0.39196014 |
|    2880   |  0.03314018  |  0.00548363  |   0.03004074   |  |  0.53739548 |
|    2881   |  0.03314018  |  0.00572205  |   0.04124641   |  |  0.48232079 |
|    2882   |  0.03862381  |  0.00858307  |   0.03910065   |  |  0.55861473 |
|    2883   |  0.03838539  |  0.00762939  |   0.04458427   |  |  0.58579445 |
|    2884   |  0.03743172  |  0.00786781  |   0.03600121   |  |  0.55599213 |
|    2885   |  0.03814697  |  0.00762939  |   0.03600121   |  |  0.57411194 |
|    2886   |  0.03910065  |  0.00762939  |   0.04458427   |  |  0.56457520 |
|    2887   |  0.03266335  |  0.00596046  |   0.02956390   |  |  0.52046776 |
|    2888   |  0.03242493  |  0.00524521  |   0.03075600   |  |  0.53334236 |
|    2889   |  0.03385544  |  0.00548363  |   0.04053116   |  |  0.54216385 |
|    2890   |  0.03433228  |  0.00572205  |   0.02932549   |  |  0.53977966 |
|    2891   |  0.03790855  |  0.00548363  |   0.03147125   |  |  0.66304207 |
|    2892   |  0.02336502  |  0.00715256  |   0.02861023   |  |  0.42176247 |
|    2893   |  0.01549721  |  0.01502037  |   0.02408028   |  |  0.34379959 |
|    2894   |  0.01382828  |  0.00548363  |   0.02288818   |  |  0.25749207 |
|    2895   |  0.01525879  |  0.00643730  |   0.01955032   |  |  0.28896332 |
|    2896   |  0.01454353  |  0.00786781  |   0.02360344   |  |  0.33044815 |
|    2897   |  0.04124641  |  0.00882149  |   0.06580353   |  |  0.62942505 |
|    2898   |  0.01525879  |  0.00596046  |   0.02002716   |  |  0.26535988 |
|    2899   |  0.01883507  |  0.01287460  |   0.02646446   |  |  0.32997131 |
|    2900   |  0.01502037  |  0.00572205  |   0.02002716   |  |  0.24724007 |
|    2901   |  0.03862381  |  0.00762939  |   0.03242493   |  |  0.59604645 |
|    2902   |  0.01502037  |  0.00643730  |   0.02431870   |  |  0.25010109 |
|    2903   |  0.03290176  |  0.00572205  |   0.02956390   |  |  0.53286552 |
|    2904   |  0.03361702  |  0.00572205  |   0.02956390   |  |  0.54931641 |
|    2905   |  0.02050400  |  0.00786781  |   0.03266335   |  |  0.33617020 |
|    2906   |  0.03886223  |  0.00834465  |   0.03910065   |  |  0.58579445 |
|    2907   |  0.02050400  |  0.00858307  |   0.02717972   |  |  0.34976006 |
|    2908   |  0.02193451  |  0.00810623  |   0.02980232   |  |  0.35429001 |
|    2909   |  0.03242493  |  0.00572205  |   0.02980232   |  |  0.49471855 |
|    2910   |  0.02479553  |  0.00739098  |   0.02932549   |  |  0.33450127 |
|    2911   |  0.01382828  |  0.00476837  |   0.01955032   |  |  0.24652481 |
|    2912   |  0.02145767  |  0.00667572  |   0.02384186   |  |  0.32067299 |
|    2913   |  0.02574921  |  0.00834465  |   0.02956390   |  |  0.34213066 |
|    2914   |  0.03838539  |  0.00834465  |   0.03647804   |  |  0.53477287 |
|    2915   |  0.03290176  |  0.00619888  |   0.02980232   |  |  0.53358078 |
|    2916   |  0.03361702  |  0.00572205  |   0.02980232   |  |  0.52785873 |
|    2917   |  0.03218651  |  0.00572205  |   0.02932549   |  |  0.48756599 |
|    2918   |  0.03886223  |  0.00786781  |   0.04673004   |  |  0.59080124 |
|    2919   |  0.03814697  |  0.00596046  |   0.03027916   |  |  0.49304962 |
|    2920   |  0.01382828  |  0.00548363  |   0.01907349   |  |  0.24461746 |
|    2921   |  0.01621246  |  0.00715256  |   0.02861023   |  |  0.31828880 |
|    2922   |  0.01835823  |  0.00691414  |   0.02622604   |  |  0.32901764 |
|    2923   |  0.01478195  |  0.00810623  |   0.02431870   |  |  0.31900406 |
|    2924   |  0.01358986  |  0.00476837  |   0.02479553   |  |  0.25272369 |
|    2925   |  0.01335144  |  0.00643730  |   0.01883507   |  |  0.24175644 |
|    2926   |  0.01192093  |  0.00500679  |   0.02145767   |  |  0.31423569 |
|    2927   |  0.01311302  |  0.00548363  |   0.01883507   |  |  0.24271011 |
|    2928   |  0.01311302  |  0.00476837  |   0.01907349   |  |  0.24032593 |
|    2929   |  0.01120567  |  0.00500679  |   0.02789497   |  |  0.24271011 |
|    2930   |  0.01311302  |  0.00524521  |   0.01907349   |  |  0.23961067 |
|    2931   |  0.01168251  |  0.00524521  |   0.01811981   |  |  0.23579597 |
