

Timing Results, ECC
+-----------+--------------+------------+-------------+--+------------+
| Device ID | Key Gen (ms) | Sign (ms)  | Verify (ms) |  | Auth. (ms) |
|    4023   |  0.02026558  | 0.31757355 |  0.74505806 |  | 2.14099884 |
|    4024   |  0.02026558  | 0.31399727 |  0.73194504 |  | 2.09236145 |
|    4025   |  0.02002716  | 0.31518936 |  0.73504448 |  | 2.10094452 |
|    4026   |  0.02026558  | 0.31399727 |  0.73075294 |  | 2.09784508 |
|    4027   |  0.02050400  | 0.34332275 |  0.75483322 |  | 2.18462944 |
|    4028   |  0.02074242  | 0.32544136 |  0.73146820 |  | 2.10380554 |
|    4029   |  0.02002716  | 0.31375885 |  0.73409081 |  | 2.09975243 |
|    4030   |  0.02408028  | 0.31661987 |  0.73337555 |  | 2.10571289 |
|    4031   |  0.02002716  | 0.31447411 |  0.73528290 |  | 2.10046768 |
|    4032   |  0.02002716  | 0.32162666 |  0.75531006 |  | 2.14886665 |
|    4033   |  0.02002716  | 0.31566620 |  0.72932243 |  | 2.09426880 |
|    4034   |  0.02360344  | 0.31375885 |  0.75054169 |  | 2.12907791 |
|    4035   |  0.02002716  | 0.32281876 |  0.74982643 |  | 2.13122368 |
|    4036   |  0.02074242  | 0.32472610 |  0.73146820 |  | 2.12502480 |
|    4037   |  0.02241135  | 0.31256676 |  0.75364113 |  | 2.11977959 |
|    4038   |  0.02074242  | 0.32186508 |  0.73027611 |  | 2.12931633 |
|    4039   |  0.02002716  | 0.31590462 |  0.73409081 |  | 2.10046768 |
|    4040   |  0.02026558  | 0.31471252 |  0.73480606 |  | 2.09975243 |
|    4041   |  0.02002716  | 0.31375885 |  0.73671341 |  | 2.10237503 |
|    4042   |  0.01955032  | 0.31757355 |  0.73242188 |  | 2.10022926 |
|    4043   |  0.02002716  | 0.31590462 |  0.73337555 |  | 2.10189819 |
|    4044   |  0.02026558  | 0.30994415 |  0.74625015 |  | 2.10738182 |
|    4045   |  0.02145767  | 0.31948090 |  0.73337555 |  | 2.11524963 |
|    4046   |  0.02050400  | 0.31781197 |  0.73170662 |  | 2.09903717 |
|    4047   |  0.02002716  | 0.31518936 |  0.73504448 |  | 2.09999084 |
|    4048   |  0.02002716  | 0.31232834 |  0.73552132 |  | 2.09903717 |
|    4049   |  0.01978874  | 0.31638145 |  0.73170662 |  | 2.10022926 |
|    4050   |  0.02002716  | 0.31685829 |  0.74195862 |  | 2.11381912 |
|    4051   |  0.02050400  | 0.31995773 |  0.75125694 |  | 2.15125084 |
|    4052   |  0.02074242  | 0.32520294 |  0.74839592 |  | 2.14529037 |
|    4053   |  0.02050400  | 0.32377243 |  0.75340271 |  | 2.15601921 |
|    4054   |  0.02145767  | 0.32234192 |  0.75984001 |  | 2.16054916 |
|    4055   |  0.02193451  | 0.33020973 |  0.75554848 |  | 2.16770172 |
|    4056   |  0.02121925  | 0.32329559 |  0.75149536 |  | 2.16126442 |
|    4057   |  0.02098083  | 0.32448769 |  0.75459480 |  | 2.16269493 |
|    4058   |  0.02121925  | 0.33450127 |  0.76031685 |  | 2.18081474 |
|    4059   |  0.02098083  | 0.32663345 |  0.75721741 |  | 2.16722488 |
|    4060   |  0.02098083  | 0.32353401 |  0.73218346 |  | 2.10189819 |
|    4061   |  0.02050400  | 0.31971931 |  0.75268745 |  | 2.14695930 |
|    4062   |  0.02050400  | 0.31852722 |  0.73313713 |  | 2.10452080 |
|    4063   |  0.02050400  | 0.32353401 |  0.73623657 |  | 2.10762024 |
|    4064   |  0.02050400  | 0.31471252 |  0.73575974 |  | 2.10428238 |
|    4065   |  0.02098083  | 0.31447411 |  0.73266029 |  | 2.10499763 |
|    4066   |  0.02074242  | 0.31566620 |  0.73647499 |  | 2.10762024 |
|    4067   |  0.02050400  | 0.31638145 |  0.75221062 |  | 2.13313103 |
|    4068   |  0.02121925  | 0.32210350 |  0.73575974 |  | 2.11811066 |
|    4069   |  0.02002716  | 0.31709671 |  0.73742867 |  | 2.11477280 |
|    4070   |  0.02002716  | 0.31757355 |  0.73456764 |  | 2.10237503 |
|    4071   |  0.02074242  | 0.31352043 |  0.73409081 |  | 2.10237503 |
|    4072   |  0.02002716  | 0.31399727 |  0.73647499 |  | 2.10070610 |
|    4073   |  0.02002716  | 0.31757355 |  0.73051453 |  | 2.10046768 |
|    4074   |  0.01978874  | 0.31471252 |  0.73385239 |  | 2.09593773 |
|    4075   |  0.02026558  | 0.31423569 |  0.73337555 |  | 2.09784508 |
|    4076   |  0.01978874  | 0.31375885 |  0.75030327 |  | 2.13766098 |
|    4077   |  0.02074242  | 0.31876564 |  0.76127052 |  | 2.14219093 |
|    4078   |  0.02193451  | 0.32663345 |  0.75340271 |  | 2.17151642 |
|    4079   |  0.02121925  | 0.33187866 |  0.73003769 |  | 2.14076042 |
|    4080   |  0.02002716  | 0.31471252 |  0.74338913 |  | 2.11167336 |
|    4081   |  0.02074242  | 0.32186508 |  0.75101852 |  | 2.14695930 |
|    4082   |  0.02026558  | 0.32424927 |  0.72550774 |  | 2.09331512 |
|    4083   |  0.02026558  | 0.31232834 |  0.74076653 |  | 2.10618973 |
|    4084   |  0.02026558  | 0.31328201 |  0.73599815 |  | 2.10452080 |
|    4085   |  0.01978874  | 0.31232834 |  0.73480606 |  | 2.10046768 |
|    4086   |  0.02026558  | 0.32234192 |  0.74076653 |  | 2.12883949 |
|    4087   |  0.01955032  | 0.31542778 |  0.73003769 |  | 2.10475922 |
|    4088   |  0.02050400  | 0.31542778 |  0.74028969 |  | 2.10905075 |
|    4089   |  0.02026558  | 0.31995773 |  0.73456764 |  | 2.11644173 |
|    4090   |  0.02360344  | 0.31423569 |  0.73480606 |  | 2.10142136 |
|    4091   |  0.02050400  | 0.31542778 |  0.74291229 |  | 2.11358070 |
|    4092   |  0.02026558  | 0.32615662 |  0.73289871 |  | 2.11334229 |
|    4093   |  0.02026558  | 0.31685829 |  0.73480606 |  | 2.10690498 |
|    4094   |  0.02026558  | 0.31495094 |  0.74005127 |  | 2.11405754 |
|    4095   |  0.02002716  | 0.31828880 |  0.73146820 |  | 2.10380554 |
|    4096   |  0.02026558  | 0.31518936 |  0.74076653 |  | 2.10905075 |
|    4097   |  0.02026558  | 0.31447411 |  0.73766708 |  | 2.11381912 |
|    4098   |  0.02050400  | 0.31900406 |  0.73242188 |  | 2.11095810 |
|    4099   |  0.02026558  | 0.31924248 |  0.74648857 |  | 2.11954117 |
|    4100   |  0.02121925  | 0.31542778 |  0.73599815 |  | 2.10928917 |
|    4101   |  0.02026558  | 0.31590462 |  0.73814392 |  | 2.12264061 |
|    4102   |  0.02026558  | 0.31852722 |  0.73742867 |  | 2.11334229 |
|    4103   |  0.02002716  | 0.31614304 |  0.73528290 |  | 2.10714340 |
|    4104   |  0.02002716  | 0.31280518 |  0.73862076 |  | 2.10666656 |
|    4105   |  0.02002716  | 0.32901764 |  0.73385239 |  | 2.12192535 |
|    4106   |  0.02050400  | 0.31304359 |  0.74553490 |  | 2.10928917 |
|    4107   |  0.02050400  | 0.31447411 |  0.73814392 |  | 2.10547447 |
|    4108   |  0.02002716  | 0.31805038 |  0.73170662 |  | 2.10380554 |
|    4109   |  0.02002716  | 0.31614304 |  0.74291229 |  | 2.11572647 |
|    4110   |  0.02050400  | 0.31757355 |  0.74601173 |  | 2.12311745 |
|    4111   |  0.02050400  | 0.31948090 |  0.73385239 |  | 2.10785866 |
|    4112   |  0.01978874  | 0.32067299 |  0.75316429 |  | 2.15101242 |
|    4113   |  0.02050400  | 0.31542778 |  0.73742867 |  | 2.10213661 |
|    4114   |  0.01955032  | 0.31495094 |  0.73313713 |  | 2.10618973 |
|    4115   |  0.01978874  | 0.31781197 |  0.73456764 |  | 2.10452080 |
|    4116   |  0.01955032  | 0.31471252 |  0.73504448 |  | 2.10332870 |
|    4117   |  0.02050400  | 0.31566620 |  0.73504448 |  | 2.10547447 |
|    4118   |  0.01978874  | 0.31924248 |  0.73623657 |  | 2.11095810 |
|    4119   |  0.02408028  | 0.31781197 |  0.73814392 |  | 2.11358070 |
|    4120   |  0.02002716  | 0.31280518 |  0.74601173 |  | 2.11477280 |
|    4121   |  0.02074242  | 0.33521652 |  0.74839592 |  | 2.15935707 |
|    4122   |  0.02098083  | 0.32067299 |  0.73122978 |  | 2.11477280 |
|    4123   |  0.02002716  | 0.31089783 |  0.74195862 |  | 2.10714340 |
|    4124   |  0.01978874  | 0.32329559 |  0.72765350 |  | 2.10881233 |
|    4125   |  0.02002716  | 0.31471252 |  0.73528290 |  | 2.10237503 |
|    4126   |  0.02074242  | 0.32639503 |  0.75531006 |  | 2.16531754 |
|    4127   |  0.02050400  | 0.32854080 |  0.75030327 |  | 2.15506554 |
|    4128   |  0.02074242  | 0.32424927 |  0.75411797 |  | 2.15625763 |
|    4129   |  0.02074242  | 0.32258034 |  0.76031685 |  | 2.16031075 |
|    4130   |  0.02098083  | 0.32711029 |  0.75411797 |  | 2.15315819 |
|    4131   |  0.02074242  | 0.32138824 |  0.75244904 |  | 2.15101242 |
|    4132   |  0.02026558  | 0.32258034 |  0.75435638 |  | 2.15482712 |
|    4133   |  0.02050400  | 0.32544136 |  0.75125694 |  | 2.15196609 |
|    4134   |  0.02098083  | 0.32138824 |  0.75316429 |  | 2.15172768 |
|    4135   |  0.02098083  | 0.32353401 |  0.75101852 |  | 2.14648247 |
|    4136   |  0.02074242  | 0.32615662 |  0.75435638 |  | 2.16150284 |
|    4137   |  0.02074242  | 0.32162666 |  0.75483322 |  | 2.15339661 |
|    4138   |  0.02074242  | 0.32448769 |  0.74934959 |  | 2.15315819 |
|    4139   |  0.02074242  | 0.32067299 |  0.75459480 |  | 2.15220451 |
|    4140   |  0.02074242  | 0.32258034 |  0.75197220 |  | 2.15673447 |
|    4141   |  0.02050400  | 0.32258034 |  0.74934959 |  | 2.14672089 |
|    4142   |  0.02026558  | 0.32258034 |  0.75459480 |  | 2.15578079 |
|    4143   |  0.02074242  | 0.32806396 |  0.75173378 |  | 2.16126442 |
|    4144   |  0.02050400  | 0.32567978 |  0.75340271 |  | 2.15458870 |
|    4145   |  0.02074242  | 0.32234192 |  0.75483322 |  | 2.15697289 |
|    4146   |  0.02050400  | 0.32138824 |  0.75626373 |  | 2.15530396 |
|    4147   |  0.02074242  | 0.32401085 |  0.75149536 |  | 2.15458870 |
|    4148   |  0.02050400  | 0.32043457 |  0.75483322 |  | 2.15768814 |
|    4149   |  0.02050400  | 0.32281876 |  0.74744225 |  | 2.15458870 |
|    4150   |  0.02002716  | 0.32520294 |  0.75411797 |  | 2.16102600 |
|    4151   |  0.02098083  | 0.32210350 |  0.75173378 |  | 2.15005875 |
|    4152   |  0.02074242  | 0.32591820 |  0.75197220 |  | 2.15244293 |
|    4153   |  0.02050400  | 0.32329559 |  0.75173378 |  | 2.15220451 |
|    4154   |  0.02050400  | 0.32258034 |  0.76365471 |  | 2.16341019 |
|    4155   |  0.02193451  | 0.32997131 |  0.74815750 |  | 2.15792656 |
|    4156   |  0.02121925  | 0.32663345 |  0.75173378 |  | 2.15673447 |
|    4157   |  0.02098083  | 0.32591820 |  0.75149536 |  | 2.15482712 |
|    4158   |  0.02121925  | 0.32520294 |  0.75173378 |  | 2.15649605 |
|    4159   |  0.02098083  | 0.32186508 |  0.75244904 |  | 2.15220451 |
|    4160   |  0.02098083  | 0.32258034 |  0.74982643 |  | 2.15649605 |
|    4161   |  0.02074242  | 0.32591820 |  0.75244904 |  | 2.15816498 |
|    4162   |  0.02050400  | 0.32520294 |  0.75244904 |  | 2.15864182 |
|    4163   |  0.02074242  | 0.32258034 |  0.75173378 |  | 2.16698647 |
|    4164   |  0.02098083  | 0.32162666 |  0.75483322 |  | 2.15530396 |
|    4165   |  0.02074242  | 0.32377243 |  0.75316429 |  | 2.15864182 |
|    4166   |  0.02074242  | 0.32687187 |  0.74815750 |  | 2.15291977 |
|    4167   |  0.02074242  | 0.32138824 |  0.75268745 |  | 2.15268135 |
|    4168   |  0.02074242  | 0.31971931 |  0.75268745 |  | 2.15005875 |
|    4169   |  0.02050400  | 0.32496452 |  0.75078011 |  | 2.15291977 |
|    4170   |  0.02431870  | 0.32114983 |  0.75364113 |  | 2.15458870 |
|    4171   |  0.02050400  | 0.32091141 |  0.75411797 |  | 2.15435028 |
|    4172   |  0.02074242  | 0.32448769 |  0.75006485 |  | 2.15315819 |
|    4173   |  0.02074242  | 0.32162666 |  0.75340271 |  | 2.15339661 |
|    4174   |  0.02050400  | 0.32234192 |  0.74887276 |  | 2.15315819 |
|    4175   |  0.02050400  | 0.32496452 |  0.75387955 |  | 2.15840340 |
|    4176   |  0.02074242  | 0.32091141 |  0.75149536 |  | 2.14958191 |
|    4177   |  0.01978874  | 0.32281876 |  0.75006485 |  | 2.15291977 |
|    4178   |  0.02074242  | 0.32305717 |  0.74887276 |  | 2.14934349 |
|    4179   |  0.02050400  | 0.32114983 |  0.75173378 |  | 2.15005875 |
|    4180   |  0.02050400  | 0.32472610 |  0.74911118 |  | 2.15435028 |
|    4181   |  0.02050400  | 0.32258034 |  0.75387955 |  | 2.15506554 |
|    4182   |  0.02074242  | 0.32114983 |  0.75435638 |  | 2.15268135 |
|    4183   |  0.02050400  | 0.32639503 |  0.74720383 |  | 2.15172768 |
|    4184   |  0.02026558  | 0.32186508 |  0.75101852 |  | 2.14886665 |
|    4185   |  0.02050400  | 0.32186508 |  0.75364113 |  | 2.15411186 |
|    4186   |  0.02050400  | 0.32591820 |  0.75364113 |  | 2.15935707 |
|    4187   |  0.02074242  | 0.32114983 |  0.75268745 |  | 2.15125084 |
|    4188   |  0.02050400  | 0.32496452 |  0.75769424 |  | 2.17199326 |
|    4189   |  0.02026558  | 0.32758713 |  0.75197220 |  | 2.16221809 |
|    4190   |  0.02098083  | 0.32353401 |  0.75101852 |  | 2.15148926 |
|    4191   |  0.02074242  | 0.32496452 |  0.75197220 |  | 2.15482712 |
|    4192   |  0.02050400  | 0.32258034 |  0.75507164 |  | 2.15601921 |
|    4193   |  0.02098083  | 0.32162666 |  0.75316429 |  | 2.15363503 |
|    4194   |  0.02074242  | 0.32544136 |  0.74815750 |  | 2.15077400 |
|    4195   |  0.02050400  | 0.32138824 |  0.75173378 |  | 2.15435028 |
|    4196   |  0.02098083  | 0.32258034 |  0.75244904 |  | 2.15077400 |
|    4197   |  0.02050400  | 0.32591820 |  0.74839592 |  | 2.15172768 |
|    4198   |  0.02026558  | 0.32186508 |  0.75316429 |  | 2.15387344 |
|    4199   |  0.02050400  | 0.32305717 |  0.75387955 |  | 2.15673447 |
|    4200   |  0.01978874  | 0.32711029 |  0.74958801 |  | 2.16031075 |
|    4201   |  0.02074242  | 0.32520294 |  0.75435638 |  | 2.16150284 |
|    4202   |  0.02098083  | 0.32401085 |  0.74601173 |  | 2.15387344 |
|    4203   |  0.02074242  | 0.32591820 |  0.75244904 |  | 2.15888023 |
|    4204   |  0.02074242  | 0.32377243 |  0.75292587 |  | 2.15530396 |
|    4205   |  0.02050400  | 0.32663345 |  0.75817108 |  | 2.16531754 |
|    4206   |  0.02145767  | 0.32091141 |  0.75316429 |  | 2.15649605 |
|    4207   |  0.02121925  | 0.32472610 |  0.75292587 |  | 2.15816498 |
|    4208   |  0.02098083  | 0.32734871 |  0.75054169 |  | 2.15291977 |
|    4209   |  0.02074242  | 0.32448769 |  0.75221062 |  | 2.14934349 |
|    4210   |  0.02074242  | 0.32210350 |  0.75411797 |  | 2.15220451 |
|    4211   |  0.02050400  | 0.32591820 |  0.74982643 |  | 2.15172768 |
|    4212   |  0.02384186  | 0.32114983 |  0.75674057 |  | 2.15196609 |
|    4213   |  0.02098083  | 0.32281876 |  0.75364113 |  | 2.15530396 |
|    4214   |  0.02050400  | 0.32687187 |  0.75435638 |  | 2.16054916 |
|    4215   |  0.02074242  | 0.32091141 |  0.75531006 |  | 2.15172768 |
|    4216   |  0.02074242  | 0.31805038 |  0.75030327 |  | 2.15387344 |
|    4217   |  0.02050400  | 0.32424927 |  0.75459480 |  | 2.16102600 |
|    4218   |  0.02050400  | 0.32138824 |  0.75459480 |  | 2.15411186 |
|    4219   |  0.02050400  | 0.32639503 |  0.74815750 |  | 2.14886665 |
|    4220   |  0.02026558  | 0.32329559 |  0.75221062 |  | 2.15387344 |
|    4221   |  0.02074242  | 0.32162666 |  0.75411797 |  | 2.15148926 |
|    4222   |  0.02098083  | 0.32806396 |  0.74958801 |  | 2.15768814 |
|    4223   |  0.02050400  | 0.32401085 |  0.75340271 |  | 2.15291977 |
|    4224   |  0.02074242  | 0.32329559 |  0.75364113 |  | 2.15792656 |
|    4225   |  0.02050400  | 0.32424927 |  0.74887276 |  | 2.15077400 |
|    4226   |  0.02384186  | 0.32448769 |  0.75745583 |  | 2.15864182 |
|    4227   |  0.02098083  | 0.32281876 |  0.75483322 |  | 2.15911865 |
|    4228   |  0.02074242  | 0.32687187 |  0.75125694 |  | 2.15744972 |
|    4229   |  0.02050400  | 0.32281876 |  0.75197220 |  | 2.15315819 |
|    4230   |  0.02050400  | 0.32186508 |  0.75101852 |  | 2.15816498 |
|    4231   |  0.02074242  | 0.32186508 |  0.75221062 |  | 2.15101242 |
|    4232   |  0.02050400  | 0.32186508 |  0.75268745 |  | 2.15482712 |
|    4233   |  0.02074242  | 0.32758713 |  0.75078011 |  | 2.15673447 |
|    4234   |  0.02098083  | 0.32567978 |  0.75769424 |  | 2.16174126 |
|    4235   |  0.02193451  | 0.32806396 |  0.75697899 |  | 2.16889381 |
|    4236   |  0.02098083  | 0.34213066 |  0.75411797 |  | 2.18677521 |
|    4237   |  0.02121925  | 0.32448769 |  0.75221062 |  | 2.15935707 |
|    4238   |  0.02121925  | 0.32401085 |  0.75626373 |  | 2.16269493 |
|    4239   |  0.02098083  | 0.32567978 |  0.75531006 |  | 2.16174126 |
|    4240   |  0.02074242  | 0.31995773 |  0.75650215 |  | 2.15744972 |
|    4241   |  0.02098083  | 0.32281876 |  0.74839592 |  | 2.15339661 |
|    4242   |  0.02074242  | 0.32377243 |  0.75459480 |  | 2.15601921 |
|    4243   |  0.02050400  | 0.32210350 |  0.75268745 |  | 2.15554237 |
|    4244   |  0.02050400  | 0.32591820 |  0.75173378 |  | 2.15744972 |
|    4245   |  0.02050400  | 0.32424927 |  0.75650215 |  | 2.15888023 |
|    4246   |  0.02074242  | 0.32258034 |  0.75197220 |  | 2.15220451 |
|    4247   |  0.02074242  | 0.32663345 |  0.74934959 |  | 2.15649605 |
|    4248   |  0.02551079  | 0.32591820 |  0.75364113 |  | 2.16341019 |
|    4249   |  0.02145767  | 0.32234192 |  0.75602531 |  | 2.16150284 |
|    4250   |  0.02121925  | 0.32615662 |  0.75411797 |  | 2.15840340 |
|    4251   |  0.02098083  | 0.32067299 |  0.75197220 |  | 2.14791298 |
|    4252   |  0.02050400  | 0.32329559 |  0.75125694 |  | 2.15554237 |
|    4253   |  0.02121925  | 0.32520294 |  0.75268745 |  | 2.16221809 |
|    4254   |  0.02121925  | 0.32210350 |  0.75244904 |  | 2.15482712 |
|    4255   |  0.02050400  | 0.32472610 |  0.75054169 |  | 2.15649605 |
|    4256   |  0.02074242  | 0.32377243 |  0.75817108 |  | 2.16031075 |
|    4257   |  0.02050400  | 0.32114983 |  0.75364113 |  | 2.15530396 |
|    4258   |  0.02074242  | 0.32663345 |  0.74911118 |  | 2.15125084 |
|    4259   |  0.02074242  | 0.32234192 |  0.75459480 |  | 2.15959549 |
|    4260   |  0.02050400  | 0.32424927 |  0.73409081 |  | 2.10428238 |
|    4261   |  0.02050400  | 0.33354759 |  0.75340271 |  | 2.17413902 |
|    4262   |  0.02241135  | 0.31852722 |  0.73981285 |  | 2.11048126 |
|    4263   |  0.02026558  | 0.31995773 |  0.75984001 |  | 2.16269493 |
|    4264   |  0.02098083  | 0.32210350 |  0.73409081 |  | 2.10928917 |
|    4265   |  0.02288818  | 0.31137466 |  0.73766708 |  | 2.10428238 |
|    4266   |  0.02050400  | 0.31614304 |  0.73552132 |  | 2.09999084 |
|    4267   |  0.02026558  | 0.31852722 |  0.73480606 |  | 2.11548805 |
|    4268   |  0.02074242  | 0.31542778 |  0.74005127 |  | 2.11286545 |
|    4269   |  0.02026558  | 0.31471252 |  0.73575974 |  | 2.10762024 |
|    4270   |  0.02002716  | 0.32019615 |  0.73766708 |  | 2.11167336 |
|    4271   |  0.02002716  | 0.31757355 |  0.73647499 |  | 2.11119652 |
|    4272   |  0.02050400  | 0.31495094 |  0.73671341 |  | 2.10714340 |
|    4273   |  0.02002716  | 0.31757355 |  0.72836876 |  | 2.10165977 |
|    4274   |  0.02002716  | 0.31805038 |  0.75483322 |  | 2.13384628 |
|    4275   |  0.02074242  | 0.32210350 |  0.73075294 |  | 2.11310387 |
|    4276   |  0.02074242  | 0.31423569 |  0.73480606 |  | 2.09498405 |
|    4277   |  0.02026558  | 0.31495094 |  0.72908401 |  | 2.09212303 |
|    4278   |  0.02074242  | 0.31495094 |  0.73504448 |  | 2.10237503 |
|    4279   |  0.02026558  | 0.31805038 |  0.73599815 |  | 2.10261345 |
|    4280   |  0.02050400  | 0.31828880 |  0.73170662 |  | 2.10809708 |
|    4281   |  0.02026558  | 0.31328201 |  0.73575974 |  | 2.10237503 |
|    4282   |  0.02050400  | 0.31590462 |  0.73552132 |  | 2.10499763 |
|    4283   |  0.02002716  | 0.31566620 |  0.73075294 |  | 2.09832191 |
|    4284   |  0.02026558  | 0.32067299 |  0.73575974 |  | 2.10618973 |
|    4285   |  0.02002716  | 0.31471252 |  0.73361397 |  | 2.10165977 |
|    4286   |  0.02002716  | 0.31375885 |  0.73933601 |  | 2.10762024 |
|    4287   |  0.02026558  | 0.31948090 |  0.73456764 |  | 2.10690498 |
|    4288   |  0.02336502  | 0.31900406 |  0.74458122 |  | 2.14195251 |
|    4289   |  0.02050400  | 0.31304359 |  0.73909760 |  | 2.10475922 |
|    4290   |  0.02074242  | 0.32353401 |  0.73766708 |  | 2.12264061 |
|    4291   |  0.02098083  | 0.32091141 |  0.75507164 |  | 2.15792656 |
|    4292   |  0.02169609  | 0.32448769 |  0.75626373 |  | 2.16603279 |
|    4293   |  0.02074242  | 0.31900406 |  0.73647499 |  | 2.11048126 |
|    4294   |  0.02074242  | 0.31685829 |  0.73719025 |  | 2.10857391 |
|    4295   |  0.02050400  | 0.31948090 |  0.73790550 |  | 2.11954117 |
|    4296   |  0.02050400  | 0.32114983 |  0.73361397 |  | 2.11262703 |
|    4297   |  0.02002716  | 0.31638145 |  0.75221062 |  | 2.13432312 |
|    4298   |  0.02074242  | 0.32281876 |  0.73313713 |  | 2.11429596 |
|    4299   |  0.02050400  | 0.31828880 |  0.73313713 |  | 2.10857391 |
|    4300   |  0.02002716  | 0.31661987 |  0.73528290 |  | 2.10762024 |
|    4301   |  0.02050400  | 0.31518936 |  0.75364113 |  | 2.14147568 |
|    4302   |  0.02074242  | 0.32448769 |  0.73051453 |  | 2.10809708 |
|    4303   |  0.02026558  | 0.31542778 |  0.73575974 |  | 2.11048126 |
|    4304   |  0.02050400  | 0.31590462 |  0.73313713 |  | 2.10475922 |
|    4305   |  0.02002716  | 0.31638145 |  0.73146820 |  | 2.10642815 |
|    4306   |  0.02026558  | 0.31995773 |  0.73981285 |  | 2.11596489 |
|    4307   |  0.02002716  | 0.31518936 |  0.73885918 |  | 2.11429596 |
|    4308   |  0.02050400  | 0.31661987 |  0.74958801 |  | 2.14219093 |
|    4309   |  0.02121925  | 0.32019615 |  0.73289871 |  | 2.10499763 |
|    4310   |  0.02026558  | 0.31471252 |  0.74243546 |  | 2.12025642 |
|    4311   |  0.02050400  | 0.31590462 |  0.73623657 |  | 2.10738182 |
|    4312   |  0.02026558  | 0.32210350 |  0.73456764 |  | 2.11095810 |
|    4313   |  0.02336502  | 0.31638145 |  0.73862076 |  | 2.11071968 |
|    4314   |  0.02050400  | 0.31614304 |  0.74291229 |  | 2.11167336 |
|    4315   |  0.02098083  | 0.32138824 |  0.74338913 |  | 2.11977959 |
|    4316   |  0.02050400  | 0.32377243 |  0.73313713 |  | 2.12383270 |
|    4317   |  0.02050400  | 0.31518936 |  0.73981285 |  | 2.11668015 |
|    4318   |  0.02050400  | 0.32091141 |  0.73075294 |  | 2.10714340 |
|    4319   |  0.02026558  | 0.31542778 |  0.73647499 |  | 2.10762024 |
|    4320   |  0.02050400  | 0.31566620 |  0.73313713 |  | 2.10094452 |
|    4321   |  0.02026558  | 0.31948090 |  0.73456764 |  | 2.10785866 |
|    4322   |  0.02026558  | 0.31709671 |  0.73719025 |  | 2.10833549 |
|    4323   |  0.01978874  | 0.31328201 |  0.73361397 |  | 2.10070610 |
|    4324   |  0.02026558  | 0.31614304 |  0.73480606 |  | 2.10261345 |
|    4325   |  0.02026558  | 0.31805038 |  0.73647499 |  | 2.10714340 |
|    4326   |  0.02026558  | 0.31685829 |  0.73671341 |  | 2.10762024 |
|    4327   |  0.02002716  | 0.31471252 |  0.74100494 |  | 2.11048126 |
|    4328   |  0.02050400  | 0.32520294 |  0.73170662 |  | 2.11429596 |
|    4329   |  0.02026558  | 0.31757355 |  0.73385239 |  | 2.10666656 |
|    4330   |  0.02074242  | 0.31518936 |  0.73671341 |  | 2.10428238 |
|    4331   |  0.02074242  | 0.32186508 |  0.73504448 |  | 2.11262703 |
|    4332   |  0.02002716  | 0.31590462 |  0.75507164 |  | 2.13932991 |
|    4333   |  0.02121925  | 0.32329559 |  0.73337555 |  | 2.12025642 |
|    4334   |  0.02026558  | 0.31805038 |  0.73409081 |  | 2.11310387 |
|    4335   |  0.02050400  | 0.31709671 |  0.75149536 |  | 2.13527679 |
|    4336   |  0.02121925  | 0.32186508 |  0.73409081 |  | 2.11739540 |
|    4337   |  0.02002716  | 0.31709671 |  0.73385239 |  | 2.10237503 |
|    4338   |  0.02002716  | 0.32114983 |  0.73409081 |  | 2.11215019 |
|    4339   |  0.02050400  | 0.31614304 |  0.73623657 |  | 2.11071968 |
|    4340   |  0.02026558  | 0.31685829 |  0.73838234 |  | 2.11310387 |
|    4341   |  0.02026558  | 0.32138824 |  0.75292587 |  | 2.14958191 |
|    4342   |  0.02098083  | 0.32258034 |  0.75602531 |  | 2.15578079 |
|    4343   |  0.02098083  | 0.32234192 |  0.75125694 |  | 2.15554237 |
|    4344   |  0.02121925  | 0.32639503 |  0.73075294 |  | 2.12883949 |
|    4345   |  0.02026558  | 0.31208992 |  0.75197220 |  | 2.11572647 |
|    4346   |  0.02098083  | 0.32258034 |  0.75149536 |  | 2.15911865 |
|    4347   |  0.02121925  | 0.32424927 |  0.73361397 |  | 2.10499763 |
|    4348   |  0.02026558  | 0.31399727 |  0.73933601 |  | 2.11095810 |
|    4349   |  0.02002716  | 0.31638145 |  0.73885918 |  | 2.11787224 |
|    4350   |  0.02074242  | 0.32448769 |  0.73885918 |  | 2.12073326 |
|    4351   |  0.02074242  | 0.31685829 |  0.73909760 |  | 2.11596489 |
|    4352   |  0.02050400  | 0.31304359 |  0.73981285 |  | 2.10690498 |
|    4353   |  0.02050400  | 0.32019615 |  0.73099136 |  | 2.10523605 |
|    4354   |  0.02098083  | 0.31399727 |  0.73719025 |  | 2.10905075 |
|    4355   |  0.02050400  | 0.31828880 |  0.73814392 |  | 2.11191177 |
|    4356   |  0.02050400  | 0.31805038 |  0.73456764 |  | 2.09999084 |
|    4357   |  0.02050400  | 0.31447411 |  0.73432922 |  | 2.10523605 |
|    4358   |  0.02050400  | 0.31614304 |  0.73766708 |  | 2.11071968 |
|    4359   |  0.02002716  | 0.32043457 |  0.75101852 |  | 2.15053558 |
|    4360   |  0.02074242  | 0.32472610 |  0.73575974 |  | 2.11429596 |
|    4361   |  0.02026558  | 0.31614304 |  0.73695183 |  | 2.11143494 |
