

Timing Results, ECC
+-----------+--------------+------------+-------------+--+------------+
| Device ID | Key Gen (ms) | Sign (ms)  | Verify (ms) |  | Auth. (ms) |
|    1881   |  0.02002716  | 0.31280518 |  0.73766708 |  | 2.10094452 |
|    1882   |  0.02026558  | 0.31280518 |  0.73575974 |  | 2.09903717 |
|    1883   |  0.02026558  | 0.31781197 |  0.73099136 |  | 2.09283829 |
|    1884   |  0.02002716  | 0.32043457 |  0.74696541 |  | 2.14099884 |
|    1885   |  0.02026558  | 0.31328201 |  0.73528290 |  | 2.09736824 |
|    1886   |  0.02026558  | 0.32091141 |  0.73218346 |  | 2.11477280 |
|    1887   |  0.02002716  | 0.31495094 |  0.73766708 |  | 2.10523605 |
|    1888   |  0.02026558  | 0.31685829 |  0.73623657 |  | 2.10499763 |
|    1889   |  0.02050400  | 0.32019615 |  0.72956085 |  | 2.10428238 |
|    1890   |  0.02002716  | 0.31805038 |  0.73814392 |  | 2.10881233 |
|    1891   |  0.02026558  | 0.31518936 |  0.74100494 |  | 2.11262703 |
|    1892   |  0.02050400  | 0.31375885 |  0.75125694 |  | 2.12883949 |
|    1893   |  0.02074242  | 0.32591820 |  0.73242188 |  | 2.12979317 |
|    1894   |  0.02026558  | 0.31566620 |  0.73647499 |  | 2.10905075 |
|    1895   |  0.02050400  | 0.31542778 |  0.73027611 |  | 2.10285187 |
|    1896   |  0.02050400  | 0.31971931 |  0.73385239 |  | 2.10309029 |
|    1897   |  0.02360344  | 0.31328201 |  0.73552132 |  | 2.10142136 |
|    1898   |  0.02026558  | 0.31423569 |  0.73647499 |  | 2.10571289 |
|    1899   |  0.01978874  | 0.31805038 |  0.73170662 |  | 2.10189819 |
|    1900   |  0.02026558  | 0.31614304 |  0.73575974 |  | 2.11596489 |
|    1901   |  0.02002716  | 0.31590462 |  0.73790550 |  | 2.10928917 |
|    1902   |  0.01978874  | 0.31948090 |  0.73552132 |  | 2.11024284 |
|    1903   |  0.02026558  | 0.31495094 |  0.74291229 |  | 2.11286545 |
|    1904   |  0.02002716  | 0.31566620 |  0.75268745 |  | 2.12883949 |
|    1905   |  0.02050400  | 0.32353401 |  0.73099136 |  | 2.11095810 |
|    1906   |  0.01978874  | 0.32353401 |  0.73289871 |  | 2.11119652 |
|    1907   |  0.02050400  | 0.31352043 |  0.73671341 |  | 2.10285187 |
|    1908   |  0.02026558  | 0.31590462 |  0.73575974 |  | 2.10618973 |
|    1909   |  0.02026558  | 0.31924248 |  0.73194504 |  | 2.10547447 |
|    1910   |  0.02312660  | 0.31280518 |  0.74028969 |  | 2.10499763 |
|    1911   |  0.02026558  | 0.31638145 |  0.73671341 |  | 2.11453438 |
|    1912   |  0.01978874  | 0.32067299 |  0.73051453 |  | 2.10833549 |
|    1913   |  0.02050400  | 0.31423569 |  0.74052811 |  | 2.10833549 |
|    1914   |  0.02050400  | 0.31805038 |  0.73337555 |  | 2.11191177 |
|    1915   |  0.02026558  | 0.31828880 |  0.73385239 |  | 2.12192535 |
|    1916   |  0.02074242  | 0.31638145 |  0.73504448 |  | 2.10762024 |
|    1917   |  0.02050400  | 0.31447411 |  0.73504448 |  | 2.10428238 |
|    1918   |  0.02002716  | 0.31757355 |  0.73981285 |  | 2.12693214 |
|    1919   |  0.02026558  | 0.31971931 |  0.73742867 |  | 2.11453438 |
|    1920   |  0.02050400  | 0.31590462 |  0.73838234 |  | 2.11024284 |
|    1921   |  0.02026558  | 0.31805038 |  0.73528290 |  | 2.11095810 |
|    1922   |  0.02074242  | 0.32639503 |  0.75483322 |  | 2.14624405 |
|    1923   |  0.02098083  | 0.32186508 |  0.75101852 |  | 2.15291977 |
|    1924   |  0.02026558  | 0.31208992 |  0.73909760 |  | 2.10237503 |
|    1925   |  0.01978874  | 0.32353401 |  0.73909760 |  | 2.11739540 |
|    1926   |  0.02074242  | 0.31614304 |  0.73599815 |  | 2.10809708 |
|    1927   |  0.02050400  | 0.31638145 |  0.74386597 |  | 2.11477280 |
|    1928   |  0.02050400  | 0.32520294 |  0.73289871 |  | 2.11262703 |
|    1929   |  0.02336502  | 0.31709671 |  0.73552132 |  | 2.10833549 |
|    1930   |  0.02026558  | 0.31590462 |  0.73623657 |  | 2.11048126 |
|    1931   |  0.02050400  | 0.31876564 |  0.73766708 |  | 2.11596489 |
|    1932   |  0.02026558  | 0.32067299 |  0.73456764 |  | 2.11381912 |
|    1933   |  0.02002716  | 0.31447411 |  0.73599815 |  | 2.10356712 |
|    1934   |  0.02026558  | 0.31781197 |  0.73385239 |  | 2.10881233 |
|    1935   |  0.02026558  | 0.31638145 |  0.73623657 |  | 2.10714340 |
|    1936   |  0.02002716  | 0.31399727 |  0.74243546 |  | 2.11048126 |
|    1937   |  0.02002716  | 0.31566620 |  0.73862076 |  | 2.11691856 |
|    1938   |  0.02026558  | 0.31781197 |  0.73742867 |  | 2.10714340 |
|    1939   |  0.02026558  | 0.31566620 |  0.73790550 |  | 2.10881233 |
|    1940   |  0.02050400  | 0.31328201 |  0.74315071 |  | 2.11191177 |
|    1941   |  0.02050400  | 0.32210350 |  0.73456764 |  | 2.11811066 |
|    1942   |  0.02050400  | 0.31614304 |  0.73480606 |  | 2.10523605 |
|    1943   |  0.02026558  | 0.31638145 |  0.73695183 |  | 2.10475922 |
|    1944   |  0.02002716  | 0.32091141 |  0.74076653 |  | 2.12287903 |
|    1945   |  0.02098083  | 0.32043457 |  0.74243546 |  | 2.12597847 |
|    1946   |  0.02098083  | 0.32138824 |  0.74148178 |  | 2.12502480 |
|    1947   |  0.02026558  | 0.32210350 |  0.73862076 |  | 2.11477280 |
|    1948   |  0.02002716  | 0.31828880 |  0.73504448 |  | 2.11262703 |
|    1949   |  0.02074242  | 0.31590462 |  0.73862076 |  | 2.10642815 |
|    1950   |  0.02050400  | 0.31971931 |  0.73862076 |  | 2.12264061 |
|    1951   |  0.02002716  | 0.31709671 |  0.73504448 |  | 2.10738182 |
|    1952   |  0.02026558  | 0.31566620 |  0.74672699 |  | 2.11882591 |
|    1953   |  0.02074242  | 0.32472610 |  0.73766708 |  | 2.14362144 |
|    1954   |  0.01931190  | 0.31566620 |  0.73504448 |  | 2.10762024 |
|    1955   |  0.02002716  | 0.31399727 |  0.73790550 |  | 2.10595131 |
|    1956   |  0.02050400  | 0.31614304 |  0.73504448 |  | 2.10976601 |
|    1957   |  0.02002716  | 0.31876564 |  0.73671341 |  | 2.10618973 |
|    1958   |  0.02050400  | 0.31423569 |  0.74052811 |  | 2.11381912 |
|    1959   |  0.02050400  | 0.31638145 |  0.73504448 |  | 2.11000443 |
|    1960   |  0.02026558  | 0.32043457 |  0.73242188 |  | 2.10738182 |
|    1961   |  0.02002716  | 0.31590462 |  0.73647499 |  | 2.10666656 |
|    1962   |  0.02026558  | 0.31566620 |  0.74148178 |  | 2.11310387 |
|    1963   |  0.02074242  | 0.32448769 |  0.73099136 |  | 2.11668015 |
|    1964   |  0.02002716  | 0.32138824 |  0.73647499 |  | 2.12049484 |
|    1965   |  0.02026558  | 0.31590462 |  0.74768066 |  | 2.11906433 |
|    1966   |  0.02050400  | 0.32687187 |  0.73933601 |  | 2.14171410 |
|    1967   |  0.02026558  | 0.31352043 |  0.73671341 |  | 2.10189819 |
|    1968   |  0.01978874  | 0.31590462 |  0.73695183 |  | 2.10809708 |
|    1969   |  0.02026558  | 0.31828880 |  0.73099136 |  | 2.10428238 |
|    1970   |  0.02002716  | 0.31828880 |  0.73742867 |  | 2.10857391 |
|    1971   |  0.02002716  | 0.31542778 |  0.73409081 |  | 2.10189819 |
|    1972   |  0.02026558  | 0.31661987 |  0.74648857 |  | 2.13980675 |
|    1973   |  0.02026558  | 0.31876564 |  0.73289871 |  | 2.09999084 |
|    1974   |  0.01955032  | 0.31757355 |  0.73695183 |  | 2.11358070 |
|    1975   |  0.02431870  | 0.31542778 |  0.73337555 |  | 2.09879875 |
|    1976   |  0.02002716  | 0.31638145 |  0.74148178 |  | 2.11596489 |
|    1977   |  0.02121925  | 0.32258034 |  0.75769424 |  | 2.14385986 |
|    1978   |  0.02074242  | 0.32329559 |  0.73385239 |  | 2.12502480 |
|    1979   |  0.02002716  | 0.31924248 |  0.75101852 |  | 2.14409828 |
|    1980   |  0.02384186  | 0.32472610 |  0.72765350 |  | 2.10547447 |
|    1981   |  0.02026558  | 0.31661987 |  0.74172020 |  | 2.11739540 |
|    1982   |  0.02002716  | 0.31757355 |  0.73409081 |  | 2.11215019 |
|    1983   |  0.02002716  | 0.31709671 |  0.74434280 |  | 2.11787224 |
|    1984   |  0.02026558  | 0.31375885 |  0.73695183 |  | 2.10499763 |
|    1985   |  0.02002716  | 0.31852722 |  0.73599815 |  | 2.11763382 |
|    1986   |  0.02002716  | 0.31495094 |  0.73647499 |  | 2.10714340 |
|    1987   |  0.02002716  | 0.31542778 |  0.73766708 |  | 2.10618973 |
|    1988   |  0.02026558  | 0.31399727 |  0.73933601 |  | 2.11238861 |
|    1989   |  0.02026558  | 0.31995773 |  0.73504448 |  | 2.11882591 |
|    1990   |  0.01978874  | 0.31328201 |  0.73790550 |  | 2.10523605 |
|    1991   |  0.02026558  | 0.32067299 |  0.74410439 |  | 2.14958191 |
|    1992   |  0.01978874  | 0.31566620 |  0.73242188 |  | 2.09689140 |
|    1993   |  0.02002716  | 0.31614304 |  0.74076653 |  | 2.12049484 |
|    1994   |  0.02074242  | 0.31614304 |  0.73623657 |  | 2.11310387 |
|    1995   |  0.02026558  | 0.31876564 |  0.73766708 |  | 2.11358070 |
|    1996   |  0.02336502  | 0.32114983 |  0.73790550 |  | 2.11119652 |
|    1997   |  0.02026558  | 0.31471252 |  0.73599815 |  | 2.10380554 |
|    1998   |  0.01978874  | 0.31805038 |  0.73933601 |  | 2.11191177 |
|    1999   |  0.02026558  | 0.31757355 |  0.73766708 |  | 2.12049484 |
|    2000   |  0.02050400  | 0.31709671 |  0.73480606 |  | 2.10952759 |
|    2001   |  0.02026558  | 0.31948090 |  0.73456764 |  | 2.10857391 |
|    2002   |  0.02050400  | 0.31661987 |  0.74458122 |  | 2.11358070 |
|    2003   |  0.02026558  | 0.32162666 |  0.73838234 |  | 2.11739540 |
|    2004   |  0.02026558  | 0.31638145 |  0.73504448 |  | 2.11095810 |
|    2005   |  0.02026558  | 0.31852722 |  0.73790550 |  | 2.11739540 |
|    2006   |  0.02026558  | 0.31614304 |  0.74672699 |  | 2.18653679 |
|    2007   |  0.02193451  | 0.32091141 |  0.73528290 |  | 2.12168694 |
|    2008   |  0.02098083  | 0.31733513 |  0.75578690 |  | 2.13384628 |
|    2009   |  0.02121925  | 0.32210350 |  0.75221062 |  | 2.14815140 |
|    2010   |  0.02098083  | 0.31518936 |  0.72884560 |  | 2.09236145 |
|    2011   |  0.02050400  | 0.31447411 |  0.73599815 |  | 2.10762024 |
|    2012   |  0.02074242  | 0.31518936 |  0.73456764 |  | 2.10237503 |
|    2013   |  0.02026558  | 0.31471252 |  0.73385239 |  | 2.10332870 |
|    2014   |  0.02002716  | 0.31805038 |  0.73838234 |  | 2.11095810 |
|    2015   |  0.02074242  | 0.31518936 |  0.74100494 |  | 2.11262703 |
|    2016   |  0.02098083  | 0.31876564 |  0.74434280 |  | 2.12621689 |
|    2017   |  0.02002716  | 0.31757355 |  0.73766708 |  | 2.11405754 |
|    2018   |  0.02336502  | 0.31590462 |  0.74195862 |  | 2.13432312 |
|    2019   |  0.02050400  | 0.31685829 |  0.73933601 |  | 2.11858749 |
|    2020   |  0.02050400  | 0.32424927 |  0.74172020 |  | 2.13289261 |
|    2021   |  0.02002716  | 0.31757355 |  0.74100494 |  | 2.11453438 |
|    2022   |  0.02074242  | 0.31638145 |  0.73623657 |  | 2.10762024 |
|    2023   |  0.02050400  | 0.31805038 |  0.73552132 |  | 2.10785866 |
|    2024   |  0.02002716  | 0.31685829 |  0.73432922 |  | 2.10928917 |
|    2025   |  0.02026558  | 0.32162666 |  0.73599815 |  | 2.11596489 |
|    2026   |  0.01978874  | 0.31995773 |  0.73146820 |  | 2.10523605 |
|    2027   |  0.02050400  | 0.31447411 |  0.73361397 |  | 2.09689140 |
|    2028   |  0.02026558  | 0.31447411 |  0.73862076 |  | 2.10523605 |
|    2029   |  0.02050400  | 0.31280518 |  0.73742867 |  | 2.10690498 |
|    2030   |  0.02026558  | 0.31757355 |  0.75125694 |  | 2.13360786 |
|    2031   |  0.02074242  | 0.32186508 |  0.74982643 |  | 2.14767456 |
|    2032   |  0.02026558  | 0.31614304 |  0.72717667 |  | 2.09426880 |
|    2033   |  0.02050400  | 0.31661987 |  0.74148178 |  | 2.11691856 |
|    2034   |  0.02074242  | 0.31614304 |  0.73742867 |  | 2.11191177 |
|    2035   |  0.02026558  | 0.32162666 |  0.75721741 |  | 2.15196609 |
|    2036   |  0.02002716  | 0.31733513 |  0.72932243 |  | 2.09569931 |
|    2037   |  0.02026558  | 0.31280518 |  0.74076653 |  | 2.11119652 |
|    2038   |  0.02074242  | 0.31948090 |  0.73599815 |  | 2.10857391 |
|    2039   |  0.02050400  | 0.31948090 |  0.73337555 |  | 2.10332870 |
|    2040   |  0.02050400  | 0.31495094 |  0.74052811 |  | 2.11119652 |
|    2041   |  0.02026558  | 0.31518936 |  0.73742867 |  | 2.11119652 |
|    2042   |  0.02050400  | 0.31948090 |  0.73337555 |  | 2.10809708 |
|    2043   |  0.02050400  | 0.31495094 |  0.74219704 |  | 2.11715698 |
|    2044   |  0.02050400  | 0.31495094 |  0.73623657 |  | 2.11048126 |
|    2045   |  0.02050400  | 0.32091141 |  0.73623657 |  | 2.12264061 |
|    2046   |  0.02074242  | 0.32734871 |  0.74934959 |  | 2.14576721 |
|    2047   |  0.02074242  | 0.32377243 |  0.73719025 |  | 2.12669373 |
|    2048   |  0.02098083  | 0.31876564 |  0.73575974 |  | 2.11739540 |
|    2049   |  0.02050400  | 0.31828880 |  0.73599815 |  | 2.11000443 |
|    2050   |  0.02074242  | 0.31876564 |  0.73695183 |  | 2.11429596 |
|    2051   |  0.02050400  | 0.32567978 |  0.74958801 |  | 2.13885307 |
|    2052   |  0.02074242  | 0.32782555 |  0.75507164 |  | 2.16293335 |
|    2053   |  0.02050400  | 0.32281876 |  0.73766708 |  | 2.11906433 |
|    2054   |  0.02050400  | 0.31852722 |  0.73623657 |  | 2.11048126 |
|    2055   |  0.02455711  | 0.32162666 |  0.73814392 |  | 2.12168694 |
|    2056   |  0.02050400  | 0.31781197 |  0.73790550 |  | 2.11238861 |
|    2057   |  0.02026558  | 0.31566620 |  0.73456764 |  | 2.10666656 |
|    2058   |  0.02026558  | 0.31900406 |  0.73194504 |  | 2.10857391 |
|    2059   |  0.02002716  | 0.31375885 |  0.74267387 |  | 2.11095810 |
|    2060   |  0.02336502  | 0.32281876 |  0.75316429 |  | 2.15435028 |
|    2061   |  0.02074242  | 0.32114983 |  0.73051453 |  | 2.10380554 |
|    2062   |  0.02074242  | 0.32949448 |  0.74434280 |  | 2.15363503 |
|    2063   |  0.02074242  | 0.32043457 |  0.73337555 |  | 2.10571289 |
|    2064   |  0.02026558  | 0.31971931 |  0.74100494 |  | 2.12335587 |
|    2065   |  0.02026558  | 0.31948090 |  0.73599815 |  | 2.10905075 |
|    2066   |  0.02074242  | 0.32281876 |  0.73313713 |  | 2.13551521 |
|    2067   |  0.02002716  | 0.32067299 |  0.73385239 |  | 2.10714340 |
|    2068   |  0.02026558  | 0.31805038 |  0.74315071 |  | 2.12144852 |
|    2069   |  0.02050400  | 0.31542778 |  0.73599815 |  | 2.10475922 |
|    2070   |  0.02002716  | 0.31876564 |  0.73623657 |  | 2.10809708 |
|    2071   |  0.02026558  | 0.32019615 |  0.73647499 |  | 2.11715698 |
|    2072   |  0.02050400  | 0.31590462 |  0.74481964 |  | 2.11453438 |
|    2073   |  0.02050400  | 0.32114983 |  0.73480606 |  | 2.11215019 |
|    2074   |  0.02026558  | 0.31971931 |  0.73719025 |  | 2.11048126 |
|    2075   |  0.02026558  | 0.31423569 |  0.73647499 |  | 2.10475922 |
|    2076   |  0.02026558  | 0.31685829 |  0.73623657 |  | 2.11000443 |
|    2077   |  0.02050400  | 0.32424927 |  0.75292587 |  | 2.14743614 |
|    2078   |  0.02098083  | 0.32162666 |  0.73647499 |  | 2.12001801 |
|    2079   |  0.02026558  | 0.31304359 |  0.73528290 |  | 2.10499763 |
|    2080   |  0.02050400  | 0.31948090 |  0.73456764 |  | 2.10905075 |
|    2081   |  0.02002716  | 0.31471252 |  0.73599815 |  | 2.10189819 |
|    2082   |  0.02050400  | 0.31614304 |  0.73981285 |  | 2.11954117 |
|    2083   |  0.02050400  | 0.32138824 |  0.73361397 |  | 2.10881233 |
|    2084   |  0.02050400  | 0.31638145 |  0.73599815 |  | 2.10523605 |
|    2085   |  0.02050400  | 0.31709671 |  0.73528290 |  | 2.10881233 |
|    2086   |  0.02026558  | 0.31828880 |  0.73575974 |  | 2.11167336 |
|    2087   |  0.02026558  | 0.31900406 |  0.74052811 |  | 2.13313103 |
|    2088   |  0.02026558  | 0.31495094 |  0.74243546 |  | 2.11262703 |
|    2089   |  0.02050400  | 0.32091141 |  0.73242188 |  | 2.11238861 |
|    2090   |  0.02026558  | 0.31781197 |  0.74434280 |  | 2.11715698 |
|    2091   |  0.02050400  | 0.31900406 |  0.75888634 |  | 2.15840340 |
|    2092   |  0.02241135  | 0.32544136 |  0.75364113 |  | 2.17223167 |
|    2093   |  0.02121925  | 0.32496452 |  0.76127052 |  | 2.17080116 |
|    2094   |  0.02145767  | 0.32258034 |  0.73385239 |  | 2.11787224 |
|    2095   |  0.02145767  | 0.32234192 |  0.75173378 |  | 2.14552879 |
|    2096   |  0.02074242  | 0.32186508 |  0.73575974 |  | 2.13027000 |
|    2097   |  0.02074242  | 0.31542778 |  0.74076653 |  | 2.10428238 |
|    2098   |  0.02026558  | 0.32114983 |  0.73385239 |  | 2.11048126 |
|    2099   |  0.02026558  | 0.31876564 |  0.73885918 |  | 2.11644173 |
|    2100   |  0.02026558  | 0.31495094 |  0.73552132 |  | 2.10356712 |
|    2101   |  0.02050400  | 0.31566620 |  0.73647499 |  | 2.10857391 |
|    2102   |  0.02050400  | 0.32186508 |  0.75483322 |  | 2.13241577 |
|    2103   |  0.02074242  | 0.32496452 |  0.75459480 |  | 2.15911865 |
|    2104   |  0.02121925  | 0.32210350 |  0.74744225 |  | 2.15268135 |
|    2105   |  0.02050400  | 0.32472610 |  0.75960159 |  | 2.16460228 |
|    2106   |  0.02098083  | 0.31971931 |  0.75364113 |  | 2.15244293 |
|    2107   |  0.02479553  | 0.32615662 |  0.75101852 |  | 2.16293335 |
|    2108   |  0.02050400  | 0.32138824 |  0.75411797 |  | 2.15578079 |
|    2109   |  0.02050400  | 0.32138824 |  0.73432922 |  | 2.11429596 |
|    2110   |  0.02026558  | 0.32496452 |  0.73814392 |  | 2.12359428 |
|    2111   |  0.01978874  | 0.31757355 |  0.73337555 |  | 2.11143494 |
|    2112   |  0.02026558  | 0.31161308 |  0.73194504 |  | 2.09379196 |
|    2113   |  0.02026558  | 0.31733513 |  0.73194504 |  | 2.10785866 |
|    2114   |  0.02026558  | 0.32806396 |  0.75459480 |  | 2.16484070 |
|    2115   |  0.02002716  | 0.32687187 |  0.74410439 |  | 2.15196609 |
|    2116   |  0.01978874  | 0.32019615 |  0.73003769 |  | 2.10118294 |
|    2117   |  0.02026558  | 0.31900406 |  0.74625015 |  | 2.13003159 |
|    2118   |  0.02050400  | 0.31352043 |  0.74124336 |  | 2.10952759 |
|    2119   |  0.02026558  | 0.31638145 |  0.73695183 |  | 2.11763382 |
|    2120   |  0.02074242  | 0.31781197 |  0.73623657 |  | 2.11071968 |
|    2121   |  0.02026558  | 0.31685829 |  0.73623657 |  | 2.10714340 |
|    2122   |  0.02050400  | 0.31852722 |  0.73671341 |  | 2.11334229 |
|    2123   |  0.02026558  | 0.31805038 |  0.73194504 |  | 2.10690498 |
|    2124   |  0.02074242  | 0.31590462 |  0.73719025 |  | 2.10905075 |
|    2125   |  0.02050400  | 0.31757355 |  0.73599815 |  | 2.10404396 |
|    2126   |  0.01978874  | 0.31685829 |  0.73361397 |  | 2.10499763 |
|    2127   |  0.02026558  | 0.31685829 |  0.74076653 |  | 2.11429596 |
|    2128   |  0.02050400  | 0.31948090 |  0.73790550 |  | 2.12025642 |
|    2129   |  0.02050400  | 0.32234192 |  0.73361397 |  | 2.11429596 |
|    2130   |  0.02002716  | 0.31542778 |  0.73742867 |  | 2.10976601 |
|    2131   |  0.02074242  | 0.31518936 |  0.73647499 |  | 2.11048126 |
|    2132   |  0.02002716  | 0.31685829 |  0.75006485 |  | 2.12430954 |
|    2133   |  0.02098083  | 0.32782555 |  0.75769424 |  | 2.16174126 |
|    2134   |  0.02098083  | 0.32472610 |  0.74386597 |  | 2.15244293 |
|    2135   |  0.01978874  | 0.31685829 |  0.72956085 |  | 2.10094452 |
|    2136   |  0.02002716  | 0.32138824 |  0.74982643 |  | 2.13813782 |
|    2137   |  0.02074242  | 0.31304359 |  0.73504448 |  | 2.10881233 |
|    2138   |  0.02026558  | 0.31566620 |  0.74982643 |  | 2.14815140 |
|    2139   |  0.02074242  | 0.32138824 |  0.72956085 |  | 2.12502480 |
|    2140   |  0.01978874  | 0.31471252 |  0.74458122 |  | 2.11882591 |
|    2141   |  0.02074242  | 0.31828880 |  0.73695183 |  | 2.12025642 |
|    2142   |  0.02074242  | 0.32401085 |  0.73742867 |  | 2.11596489 |
|    2143   |  0.02050400  | 0.31757355 |  0.73719025 |  | 2.11262703 |
|    2144   |  0.02026558  | 0.31542778 |  0.73313713 |  | 2.10499763 |
|    2145   |  0.02002716  | 0.31900406 |  0.73027611 |  | 2.10213661 |
|    2146   |  0.02288818  | 0.31566620 |  0.73575974 |  | 2.10571289 |
|    2147   |  0.02026558  | 0.31828880 |  0.74076653 |  | 2.11453438 |
|    2148   |  0.02050400  | 0.32377243 |  0.73719025 |  | 2.12669373 |
|    2149   |  0.02050400  | 0.32091141 |  0.73719025 |  | 2.11834908 |
|    2150   |  0.02050400  | 0.31757355 |  0.73885918 |  | 2.11453438 |
|    2151   |  0.02050400  | 0.31948090 |  0.73599815 |  | 2.11453438 |
|    2152   |  0.02050400  | 0.31685829 |  0.75745583 |  | 2.15339661 |
|    2153   |  0.02026558  | 0.31447411 |  0.74052811 |  | 2.10809708 |
|    2154   |  0.02050400  | 0.31805038 |  0.73242188 |  | 2.10714340 |
|    2155   |  0.02050400  | 0.31805038 |  0.73814392 |  | 2.11286545 |
|    2156   |  0.02050400  | 0.31638145 |  0.73719025 |  | 2.10809708 |
|    2157   |  0.02050400  | 0.31518936 |  0.73194504 |  | 2.10762024 |
|    2158   |  0.01978874  | 0.32114983 |  0.73647499 |  | 2.11310387 |
|    2159   |  0.02002716  | 0.31614304 |  0.74028969 |  | 2.11262703 |
|    2160   |  0.02050400  | 0.31733513 |  0.73671341 |  | 2.11167336 |
|    2161   |  0.02002716  | 0.31876564 |  0.73552132 |  | 2.10952759 |
|    2162   |  0.02050400  | 0.31638145 |  0.73814392 |  | 2.11334229 |
|    2163   |  0.02050400  | 0.31590462 |  0.75411797 |  | 2.13384628 |
|    2164   |  0.02074242  | 0.32567978 |  0.72789192 |  | 2.10714340 |
|    2165   |  0.02360344  | 0.31900406 |  0.73647499 |  | 2.10881233 |
|    2166   |  0.01978874  | 0.31661987 |  0.73814392 |  | 2.10690498 |
|    2167   |  0.02002716  | 0.31924248 |  0.73194504 |  | 2.10595131 |
|    2168   |  0.02026558  | 0.32067299 |  0.73671341 |  | 2.12097168 |
|    2169   |  0.02050400  | 0.31495094 |  0.73337555 |  | 2.10094452 |
|    2170   |  0.02026558  | 0.32114983 |  0.74195862 |  | 2.14433670 |
|    2171   |  0.02026558  | 0.31876564 |  0.73409081 |  | 2.09975243 |
|    2172   |  0.02050400  | 0.31614304 |  0.74696541 |  | 2.12574005 |
|    2173   |  0.02026558  | 0.31852722 |  0.73528290 |  | 2.10881233 |
|    2174   |  0.02050400  | 0.31733513 |  0.73575974 |  | 2.11191177 |
|    2175   |  0.02050400  | 0.31447411 |  0.73671341 |  | 2.10714340 |
|    2176   |  0.02026558  | 0.31685829 |  0.74172020 |  | 2.11310387 |
|    2177   |  0.02074242  | 0.32114983 |  0.73575974 |  | 2.11858749 |
|    2178   |  0.02002716  | 0.31661987 |  0.73361397 |  | 2.10595131 |
|    2179   |  0.02050400  | 0.31280518 |  0.73933601 |  | 2.10571289 |
|    2180   |  0.02002716  | 0.32019615 |  0.73933601 |  | 2.11143494 |
|    2181   |  0.02026558  | 0.32162666 |  0.75316429 |  | 2.14004517 |
|    2182   |  0.02098083  | 0.32234192 |  0.74958801 |  | 2.14934349 |
|    2183   |  0.02026558  | 0.32067299 |  0.73671341 |  | 2.11167336 |
|    2184   |  0.02098083  | 0.31900406 |  0.75316429 |  | 2.15625763 |
|    2185   |  0.02074242  | 0.32424927 |  0.75292587 |  | 2.15864182 |
|    2186   |  0.02074242  | 0.32734871 |  0.75411797 |  | 2.16054916 |
|    2187   |  0.02074242  | 0.32329559 |  0.75244904 |  | 2.15339661 |
|    2188   |  0.02074242  | 0.31876564 |  0.72813034 |  | 2.10976601 |
|    2189   |  0.02002716  | 0.31590462 |  0.74434280 |  | 2.11787224 |
|    2190   |  0.02026558  | 0.31781197 |  0.73266029 |  | 2.11286545 |
|    2191   |  0.02002716  | 0.31375885 |  0.74005127 |  | 2.10285187 |
|    2192   |  0.02002716  | 0.31948090 |  0.73337555 |  | 2.10690498 |
|    2193   |  0.02050400  | 0.31328201 |  0.73719025 |  | 2.10475922 |
|    2194   |  0.02002716  | 0.31518936 |  0.73575974 |  | 2.10523605 |
|    2195   |  0.02026558  | 0.31948090 |  0.73170662 |  | 2.10428238 |
|    2196   |  0.02026558  | 0.31590462 |  0.73456764 |  | 2.10428238 |
|    2197   |  0.02002716  | 0.31661987 |  0.74601173 |  | 2.11572647 |
|    2198   |  0.02074242  | 0.32472610 |  0.73075294 |  | 2.12025642 |
|    2199   |  0.02050400  | 0.31399727 |  0.73623657 |  | 2.10881233 |
|    2200   |  0.02050400  | 0.31638145 |  0.73647499 |  | 2.11143494 |
|    2201   |  0.02026558  | 0.31614304 |  0.73766708 |  | 2.10642815 |
|    2202   |  0.01978874  | 0.31876564 |  0.74338913 |  | 2.11572647 |
|    2203   |  0.02026558  | 0.32067299 |  0.73575974 |  | 2.10833549 |
|    2204   |  0.02026558  | 0.31805038 |  0.73504448 |  | 2.10905075 |
|    2205   |  0.02050400  | 0.31709671 |  0.73122978 |  | 2.10475922 |
|    2206   |  0.02026558  | 0.31948090 |  0.73528290 |  | 2.11238861 |
|    2207   |  0.02050400  | 0.32043457 |  0.74291229 |  | 2.12502480 |
|    2208   |  0.02002716  | 0.32019615 |  0.73194504 |  | 2.10857391 |
|    2209   |  0.02026558  | 0.31447411 |  0.73599815 |  | 2.10762024 |
|    2210   |  0.02050400  | 0.31685829 |  0.73742867 |  | 2.11071968 |
|    2211   |  0.02026558  | 0.32043457 |  0.73671341 |  | 2.12359428 |
|    2212   |  0.02074242  | 0.31733513 |  0.73790550 |  | 2.11501122 |
|    2213   |  0.02098083  | 0.31328201 |  0.73766708 |  | 2.10666656 |
|    2214   |  0.02026558  | 0.31781197 |  0.73409081 |  | 2.11238861 |
|    2215   |  0.02026558  | 0.31948090 |  0.74148178 |  | 2.11763382 |
|    2216   |  0.02026558  | 0.32114983 |  0.73504448 |  | 2.11095810 |
|    2217   |  0.02026558  | 0.31518936 |  0.73647499 |  | 2.10571289 |
|    2218   |  0.02026558  | 0.31924248 |  0.73647499 |  | 2.11358070 |
|    2219   |  0.02026558  | 0.31661987 |  0.73862076 |  | 2.11334229 |
